team_abbreviation_home,team_abbreviation_away,pts_home,pts_away,game_date
CLE,NYK,121.0,108.0,2022-10-30 00:00:00
DET,GSW,128.0,114.0,2022-10-30 00:00:00
PHX,HOU,124.0,109.0,2022-10-30 00:00:00
BOS,WAS,112.0,94.0,2022-10-30 00:00:00
LAL,DEN,121.0,110.0,2022-10-30 00:00:00
DAL,ORL,114.0,105.0,2022-10-30 00:00:00
LAC,NOP,91.0,112.0,2022-10-30 00:00:00
SAS,MIN,107.0,98.0,2022-10-30 00:00:00
TOR,ATL,139.0,109.0,2022-10-31 00:00:00
BKN,IND,116.0,109.0,2022-10-31 00:00:00
UTA,MEM,121.0,105.0,2022-10-31 00:00:00
MIL,DET,110.0,108.0,2022-10-31 00:00:00
LAC,HOU,95.0,93.0,2022-10-31 00:00:00
WAS,PHI,111.0,118.0,2022-10-31 00:00:00
CHA,SAC,108.0,115.0,2022-10-31 00:00:00
PHX,MIN,116.0,107.0,2022-11-01 00:00:00
OKC,ORL,116.0,108.0,2022-11-01 00:00:00
BKN,CHI,99.0,108.0,2022-11-01 00:00:00
MIA,GSW,116.0,109.0,2022-11-01 00:00:00
PHI,WAS,111.0,121.0,2022-11-02 00:00:00
LAL,NOP,120.0,117.0,2022-11-02 00:00:00
HOU,LAC,101.0,109.0,2022-11-02 00:00:00
POR,MEM,106.0,111.0,2022-11-02 00:00:00
NYK,ATL,99.0,112.0,2022-11-02 00:00:00
DAL,UTA,103.0,100.0,2022-11-02 00:00:00
CHI,CHA,106.0,88.0,2022-11-02 00:00:00
CLE,BOS,114.0,113.0,2022-11-02 00:00:00
MIL,DET,116.0,91.0,2022-11-02 00:00:00
MIA,SAC,110.0,107.0,2022-11-02 00:00:00
SAS,TOR,100.0,143.0,2022-11-02 00:00:00
OKC,DEN,110.0,122.0,2022-11-03 00:00:00
ORL,GSW,130.0,129.0,2022-11-03 00:00:00
WAS,BKN,86.0,128.0,2022-11-04 00:00:00
SAS,LAC,106.0,113.0,2022-11-04 00:00:00
LAL,UTA,116.0,130.0,2022-11-04 00:00:00
BOS,CHI,123.0,119.0,2022-11-04 00:00:00
MIN,MIL,102.0,115.0,2022-11-04 00:00:00
MEM,CHA,130.0,99.0,2022-11-04 00:00:00
PHX,POR,106.0,108.0,2022-11-04 00:00:00
NOP,GSW,114.0,105.0,2022-11-04 00:00:00
DAL,TOR,111.0,110.0,2022-11-04 00:00:00
IND,MIA,101.0,99.0,2022-11-04 00:00:00
PHI,NYK,104.0,106.0,2022-11-04 00:00:00
DET,CLE,88.0,112.0,2022-11-04 00:00:00
MIN,HOU,129.0,117.0,2022-11-05 00:00:00
ATL,NOP,124.0,121.0,2022-11-05 00:00:00
MIL,OKC,108.0,94.0,2022-11-05 00:00:00
NYK,BOS,118.0,133.0,2022-11-05 00:00:00
ORL,SAC,123.0,126.0,2022-11-05 00:00:00
CHA,BKN,94.0,98.0,2022-11-05 00:00:00
DEN,SAS,126.0,101.0,2022-11-05 00:00:00
PHX,POR,102.0,82.0,2022-11-05 00:00:00
LAC,UTA,102.0,110.0,2022-11-06 00:00:00
TOR,CHI,113.0,104.0,2022-11-06 00:00:00
LAL,CLE,100.0,114.0,2022-11-06 00:00:00
MEM,WAS,103.0,97.0,2022-11-06 00:00:00
DAL,BKN,96.0,94.0,2022-11-07 00:00:00
SAS,DEN,109.0,115.0,2022-11-07 00:00:00
GSW,SAC,116.0,113.0,2022-11-07 00:00:00
PHI,PHX,100.0,88.0,2022-11-07 00:00:00
MIN,NYK,107.0,120.0,2022-11-07 00:00:00
MIA,POR,107.0,110.0,2022-11-07 00:00:00
CHA,WAS,100.0,108.0,2022-11-07 00:00:00
IND,NOP,129.0,122.0,2022-11-07 00:00:00
UTA,LAL,139.0,116.0,2022-11-07 00:00:00
ORL,HOU,127.0,134.0,2022-11-07 00:00:00
MEM,BOS,106.0,109.0,2022-11-07 00:00:00
ATL,MIL,117.0,98.0,2022-11-07 00:00:00
CHI,TOR,111.0,97.0,2022-11-07 00:00:00
DET,OKC,112.0,103.0,2022-11-07 00:00:00
LAC,CLE,119.0,117.0,2022-11-07 00:00:00
ATL,UTA,119.0,125.0,2022-11-09 00:00:00
LAC,LAL,114.0,101.0,2022-11-09 00:00:00
CHI,NOP,111.0,115.0,2022-11-09 00:00:00
ORL,DAL,94.0,87.0,2022-11-09 00:00:00
SAC,CLE,127.0,120.0,2022-11-09 00:00:00
CHA,POR,95.0,105.0,2022-11-09 00:00:00
OKC,MIL,132.0,136.0,2022-11-09 00:00:00
SAS,MEM,122.0,124.0,2022-11-09 00:00:00
MIN,PHX,117.0,129.0,2022-11-09 00:00:00
BOS,DET,128.0,112.0,2022-11-09 00:00:00
TOR,HOU,116.0,109.0,2022-11-09 00:00:00
BKN,NYK,112.0,85.0,2022-11-09 00:00:00
IND,DEN,119.0,122.0,2022-11-09 00:00:00
WAS,DAL,113.0,105.0,2022-11-10 00:00:00
ATL,PHI,104.0,95.0,2022-11-10 00:00:00
NOP,POR,95.0,106.0,2022-11-10 00:00:00
MIA,CHA,117.0,112.0,2022-11-10 00:00:00
ORL,PHX,114.0,97.0,2022-11-11 00:00:00
GSW,CLE,106.0,101.0,2022-11-11 00:00:00
NYK,DET,121.0,112.0,2022-11-11 00:00:00
BOS,DEN,131.0,112.0,2022-11-11 00:00:00
OKC,TOR,132.0,113.0,2022-11-11 00:00:00
SAS,MIL,111.0,93.0,2022-11-11 00:00:00
LAL,SAC,114.0,120.0,2022-11-11 00:00:00
MEM,MIN,114.0,103.0,2022-11-11 00:00:00
DET,BOS,108.0,117.0,2022-11-12 00:00:00
IND,TOR,118.0,104.0,2022-11-12 00:00:00
WAS,UTA,121.0,112.0,2022-11-12 00:00:00
DAL,POR,117.0,112.0,2022-11-12 00:00:00
NOP,HOU,119.0,106.0,2022-11-12 00:00:00
MIA,CHA,132.0,115.0,2022-11-12 00:00:00
LAC,BKN,95.0,110.0,2022-11-12 00:00:00
PHI,ATL,121.0,109.0,2022-11-12 00:00:00
SAC,GSW,122.0,115.0,2022-11-13 00:00:00
CHI,DEN,103.0,126.0,2022-11-13 00:00:00
CLE,MIN,124.0,129.0,2022-11-13 00:00:00
LAL,BKN,116.0,103.0,2022-11-13 00:00:00
NYK,OKC,135.0,145.0,2022-11-13 00:00:00
PHI,UTA,105.0,98.0,2022-11-13 00:00:00
WAS,MEM,102.0,92.0,2022-11-13 00:00:00
ORL,CHA,105.0,112.0,2022-11-14 00:00:00
GSW,SAS,132.0,95.0,2022-11-14 00:00:00
HOU,LAC,106.0,122.0,2022-11-14 00:00:00
BOS,OKC,126.0,122.0,2022-11-14 00:00:00
DET,TOR,111.0,115.0,2022-11-14 00:00:00
MIA,PHX,113.0,112.0,2022-11-14 00:00:00
MIL,ATL,106.0,121.0,2022-11-14 00:00:00
NOP,MEM,113.0,102.0,2022-11-15 00:00:00
DAL,LAC,103.0,101.0,2022-11-15 00:00:00
SAC,BKN,153.0,121.0,2022-11-15 00:00:00
POR,SAS,117.0,110.0,2022-11-15 00:00:00
UTA,NYK,111.0,118.0,2022-11-15 00:00:00
WAS,OKC,120.0,121.0,2022-11-16 00:00:00
CHA,IND,113.0,125.0,2022-11-16 00:00:00
ORL,MIN,108.0,126.0,2022-11-16 00:00:00
ATL,BOS,101.0,126.0,2022-11-16 00:00:00
PHX,GSW,130.0,119.0,2022-11-16 00:00:00
DEN,NYK,103.0,106.0,2022-11-16 00:00:00
DAL,HOU,92.0,101.0,2022-11-16 00:00:00
NOP,CHI,124.0,110.0,2022-11-16 00:00:00
MIL,CLE,113.0,98.0,2022-11-16 00:00:00
TOR,MIA,112.0,104.0,2022-11-16 00:00:00
POR,BKN,107.0,109.0,2022-11-17 00:00:00
SAC,SAS,130.0,112.0,2022-11-17 00:00:00
LAC,DET,96.0,91.0,2022-11-17 00:00:00
PHI,MIL,110.0,102.0,2022-11-18 00:00:00
NOP,BOS,109.0,117.0,2022-11-18 00:00:00
MEM,OKC,121.0,110.0,2022-11-18 00:00:00
CHI,ORL,107.0,108.0,2022-11-18 00:00:00
HOU,IND,91.0,99.0,2022-11-18 00:00:00
DAL,DEN,127.0,99.0,2022-11-18 00:00:00
UTA,PHX,134.0,133.0,2022-11-18 00:00:00
GSW,NYK,111.0,101.0,2022-11-18 00:00:00
LAL,DET,128.0,121.0,2022-11-18 00:00:00
WAS,MIA,107.0,106.0,2022-11-18 00:00:00
CLE,CHA,132.0,122.0,2022-11-18 00:00:00
IND,ORL,114.0,113.0,2022-11-19 00:00:00
ATL,TOR,124.0,122.0,2022-11-19 00:00:00
PHI,MIN,109.0,112.0,2022-11-19 00:00:00
POR,UTA,113.0,118.0,2022-11-19 00:00:00
LAC,SAS,119.0,97.0,2022-11-19 00:00:00
BKN,MEM,127.0,115.0,2022-11-20 00:00:00
HOU,GSW,120.0,127.0,2022-11-20 00:00:00
WAS,CHA,106.0,102.0,2022-11-20 00:00:00
DAL,DEN,97.0,98.0,2022-11-20 00:00:00
LAL,SAS,123.0,92.0,2022-11-20 00:00:00
SAC,DET,137.0,129.0,2022-11-20 00:00:00
PHX,NYK,116.0,95.0,2022-11-20 00:00:00
CLE,MIA,113.0,87.0,2022-11-20 00:00:00
CLE,ATL,114.0,102.0,2022-11-21 00:00:00
IND,ORL,123.0,102.0,2022-11-21 00:00:00
NOP,GSW,128.0,83.0,2022-11-21 00:00:00
MIN,MIA,105.0,101.0,2022-11-21 00:00:00
OKC,NYK,119.0,129.0,2022-11-21 00:00:00
MIL,POR,119.0,111.0,2022-11-21 00:00:00
LAC,UTA,121.0,114.0,2022-11-21 00:00:00
CHI,BOS,121.0,107.0,2022-11-21 00:00:00
MEM,SAC,109.0,113.0,2022-11-22 00:00:00
DEN,DET,108.0,110.0,2022-11-22 00:00:00
PHX,LAL,115.0,105.0,2022-11-22 00:00:00
PHI,BKN,115.0,106.0,2022-11-22 00:00:00
SAS,NOP,110.0,129.0,2022-11-23 00:00:00
CLE,POR,114.0,96.0,2022-11-23 00:00:00
MIL,CHI,113.0,118.0,2022-11-23 00:00:00
CHA,PHI,107.0,101.0,2022-11-23 00:00:00
TOR,BKN,98.0,112.0,2022-11-23 00:00:00
IND,MIN,101.0,115.0,2022-11-23 00:00:00
OKC,DEN,126.0,131.0,2022-11-23 00:00:00
ATL,SAC,115.0,106.0,2022-11-23 00:00:00
BOS,DAL,125.0,112.0,2022-11-23 00:00:00
UTA,DET,116.0,125.0,2022-11-23 00:00:00
MIA,WAS,113.0,105.0,2022-11-23 00:00:00
GSW,LAC,124.0,107.0,2022-11-23 00:00:00
HOU,ATL,128.0,122.0,2022-11-25 00:00:00
LAC,DEN,104.0,114.0,2022-11-25 00:00:00
IND,BKN,128.0,117.0,2022-11-25 00:00:00
SAS,LAL,94.0,105.0,2022-11-25 00:00:00
CHA,MIN,110.0,108.0,2022-11-25 00:00:00
NYK,POR,129.0,132.0,2022-11-25 00:00:00
MEM,NOP,132.0,111.0,2022-11-25 00:00:00
BOS,SAC,122.0,104.0,2022-11-25 00:00:00
MIL,CLE,117.0,102.0,2022-11-25 00:00:00
OKC,CHI,123.0,119.0,2022-11-25 00:00:00
ORL,PHI,99.0,107.0,2022-11-25 00:00:00
PHX,DET,108.0,102.0,2022-11-25 00:00:00
MIA,WAS,110.0,107.0,2022-11-25 00:00:00
GSW,UTA,129.0,118.0,2022-11-25 00:00:00
TOR,DAL,105.0,100.0,2022-11-26 00:00:00
PHX,UTA,113.0,112.0,2022-11-26 00:00:00
SAS,LAL,138.0,143.0,2022-11-26 00:00:00
HOU,OKC,118.0,105.0,2022-11-26 00:00:00
ORL,PHI,103.0,133.0,2022-11-27 00:00:00
MIL,DAL,124.0,115.0,2022-11-27 00:00:00
NYK,MEM,123.0,127.0,2022-11-27 00:00:00
BOS,WAS,130.0,121.0,2022-11-27 00:00:00
ATL,MIA,98.0,106.0,2022-11-27 00:00:00
LAC,IND,114.0,100.0,2022-11-27 00:00:00
MIN,GSW,114.0,137.0,2022-11-27 00:00:00
BKN,POR,111.0,97.0,2022-11-27 00:00:00
DET,CLE,94.0,102.0,2022-11-27 00:00:00
DEN,HOU,129.0,113.0,2022-11-28 00:00:00
PHI,ATL,104.0,101.0,2022-11-28 00:00:00
WAS,MIN,142.0,127.0,2022-11-28 00:00:00
BOS,CHA,140.0,105.0,2022-11-28 00:00:00
TOR,CLE,100.0,88.0,2022-11-28 00:00:00
UTA,CHI,107.0,114.0,2022-11-28 00:00:00
SAC,PHX,117.0,122.0,2022-11-28 00:00:00
BKN,ORL,109.0,102.0,2022-11-28 00:00:00
LAL,IND,115.0,116.0,2022-11-28 00:00:00
NOP,OKC,105.0,101.0,2022-11-28 00:00:00
DET,NYK,110.0,140.0,2022-11-29 00:00:00
DAL,GSW,116.0,113.0,2022-11-29 00:00:00
POR,LAC,112.0,118.0,2022-11-29 00:00:00
BOS,MIA,134.0,121.0,2022-11-30 00:00:00
NOP,TOR,126.0,108.0,2022-11-30 00:00:00
SAC,IND,137.0,114.0,2022-11-30 00:00:00
ORL,ATL,108.0,125.0,2022-11-30 00:00:00
PHX,CHI,132.0,113.0,2022-11-30 00:00:00
BKN,WAS,113.0,107.0,2022-11-30 00:00:00
UTA,LAC,125.0,112.0,2022-11-30 00:00:00
LAL,POR,128.0,109.0,2022-11-30 00:00:00
DEN,HOU,120.0,100.0,2022-11-30 00:00:00
OKC,SAS,119.0,111.0,2022-11-30 00:00:00
MIN,MEM,109.0,101.0,2022-11-30 00:00:00
CLE,PHI,113.0,85.0,2022-11-30 00:00:00
NYK,MIL,103.0,109.0,2022-11-30 00:00:00
DET,DAL,131.0,125.0,2022-12-01 00:00:00
PHX,HOU,121.0,122.0,2022-12-02 00:00:00
UTA,IND,139.0,119.0,2022-12-02 00:00:00
MEM,PHI,117.0,109.0,2022-12-02 00:00:00
BOS,MIA,116.0,120.0,2022-12-02 00:00:00
GSW,CHI,119.0,111.0,2022-12-02 00:00:00
BKN,TOR,114.0,105.0,2022-12-02 00:00:00
CLE,ORL,107.0,96.0,2022-12-02 00:00:00
ATL,DEN,117.0,109.0,2022-12-02 00:00:00
CHA,WAS,117.0,116.0,2022-12-02 00:00:00
SAS,NOP,99.0,117.0,2022-12-02 00:00:00
MIL,LAL,129.0,133.0,2022-12-02 00:00:00
LAC,SAC,96.0,123.0,2022-12-03 00:00:00
TOR,ORL,121.0,108.0,2022-12-03 00:00:00
GSW,HOU,120.0,101.0,2022-12-03 00:00:00
MIN,OKC,128.0,135.0,2022-12-03 00:00:00
UTA,POR,111.0,116.0,2022-12-03 00:00:00
CHA,MIL,96.0,105.0,2022-12-03 00:00:00
NYK,DAL,100.0,121.0,2022-12-03 00:00:00
BKN,BOS,92.0,103.0,2022-12-04 00:00:00
NYK,CLE,92.0,81.0,2022-12-04 00:00:00
NOP,DEN,121.0,106.0,2022-12-04 00:00:00
WAS,LAL,119.0,130.0,2022-12-04 00:00:00
DET,MEM,112.0,122.0,2022-12-04 00:00:00
SAS,PHX,95.0,133.0,2022-12-04 00:00:00
POR,IND,116.0,100.0,2022-12-04 00:00:00
SAC,CHI,110.0,101.0,2022-12-04 00:00:00
ORL,MIL,102.0,109.0,2022-12-05 00:00:00
DAL,PHX,130.0,111.0,2022-12-05 00:00:00
CHA,LAC,117.0,119.0,2022-12-05 00:00:00
GSW,IND,104.0,112.0,2022-12-05 00:00:00
HOU,PHI,132.0,123.0,2022-12-05 00:00:00
MEM,MIA,101.0,93.0,2022-12-05 00:00:00
ATL,OKC,114.0,121.0,2022-12-05 00:00:00
TOR,BOS,110.0,116.0,2022-12-05 00:00:00
MIA,DET,96.0,116.0,2022-12-06 00:00:00
CLE,LAL,116.0,102.0,2022-12-06 00:00:00
DEN,DAL,115.0,116.0,2022-12-06 00:00:00
NYK,ATL,113.0,89.0,2022-12-07 00:00:00
BKN,CHA,122.0,116.0,2022-12-07 00:00:00
ORL,LAC,116.0,111.0,2022-12-07 00:00:00
TOR,LAL,126.0,113.0,2022-12-07 00:00:00
MIL,SAC,126.0,113.0,2022-12-07 00:00:00
MEM,OKC,123.0,102.0,2022-12-07 00:00:00
MIN,IND,121.0,115.0,2022-12-07 00:00:00
CHI,WAS,115.0,111.0,2022-12-07 00:00:00
NOP,DET,104.0,98.0,2022-12-07 00:00:00
UTA,GSW,124.0,123.0,2022-12-07 00:00:00
PHX,BOS,98.0,125.0,2022-12-07 00:00:00
SAS,HOU,118.0,109.0,2022-12-08 00:00:00
MIA,LAC,115.0,110.0,2022-12-08 00:00:00
POR,DEN,120.0,121.0,2022-12-08 00:00:00
UTA,MIN,108.0,118.0,2022-12-09 00:00:00
CLE,SAC,95.0,106.0,2022-12-09 00:00:00
DAL,MIL,105.0,106.0,2022-12-09 00:00:00
ORL,TOR,113.0,109.0,2022-12-09 00:00:00
IND,WAS,121.0,111.0,2022-12-09 00:00:00
NOP,PHX,128.0,117.0,2022-12-09 00:00:00
BKN,ATL,120.0,116.0,2022-12-09 00:00:00
PHI,LAL,133.0,122.0,2022-12-09 00:00:00
MEM,DET,114.0,103.0,2022-12-09 00:00:00
CHA,NYK,102.0,121.0,2022-12-09 00:00:00
POR,MIN,124.0,118.0,2022-12-10 00:00:00
CHI,DAL,144.0,115.0,2022-12-10 00:00:00
IND,BKN,133.0,136.0,2022-12-10 00:00:00
GSW,BOS,123.0,107.0,2022-12-10 00:00:00
CLE,OKC,110.0,102.0,2022-12-10 00:00:00
DEN,UTA,115.0,110.0,2022-12-10 00:00:00
MIA,SAS,111.0,115.0,2022-12-10 00:00:00
WAS,LAC,107.0,114.0,2022-12-10 00:00:00
DET,LAL,117.0,124.0,2022-12-11 00:00:00
PHI,CHA,131.0,113.0,2022-12-11 00:00:00
NOP,PHX,129.0,124.0,2022-12-11 00:00:00
ORL,TOR,111.0,99.0,2022-12-11 00:00:00
NYK,SAC,112.0,99.0,2022-12-11 00:00:00
ATL,CHI,123.0,122.0,2022-12-11 00:00:00
HOU,MIL,97.0,92.0,2022-12-11 00:00:00
IND,MIA,82.0,87.0,2022-12-12 00:00:00
MEM,ATL,128.0,103.0,2022-12-12 00:00:00
SAS,CLE,112.0,111.0,2022-12-12 00:00:00
DAL,OKC,121.0,114.0,2022-12-12 00:00:00
POR,MIN,133.0,112.0,2022-12-12 00:00:00
LAC,BOS,113.0,93.0,2022-12-12 00:00:00
WAS,BKN,100.0,112.0,2022-12-12 00:00:00
LAL,BOS,118.0,122.0,2022-12-13 00:00:00
UTA,NOP,121.0,100.0,2022-12-13 00:00:00
PHI,SAC,123.0,103.0,2022-12-13 00:00:00
HOU,PHX,111.0,97.0,2022-12-13 00:00:00
MIL,GSW,128.0,111.0,2022-12-13 00:00:00
LAC,MIN,99.0,88.0,2022-12-14 00:00:00
DAL,CLE,90.0,105.0,2022-12-14 00:00:00
CHI,NYK,120.0,128.0,2022-12-14 00:00:00
OKC,MIA,108.0,110.0,2022-12-14 00:00:00
SAS,POR,112.0,128.0,2022-12-14 00:00:00
TOR,SAC,123.0,124.0,2022-12-14 00:00:00
CHA,DET,134.0,141.0,2022-12-14 00:00:00
DEN,WAS,141.0,128.0,2022-12-14 00:00:00
IND,GSW,125.0,119.0,2022-12-14 00:00:00
ORL,ATL,135.0,124.0,2022-12-14 00:00:00
UTA,NOP,132.0,129.0,2022-12-15 00:00:00
HOU,MIA,108.0,111.0,2022-12-15 00:00:00
LAC,PHX,95.0,111.0,2022-12-15 00:00:00
MEM,MIL,142.0,101.0,2022-12-15 00:00:00
CHA,ATL,106.0,125.0,2022-12-16 00:00:00
DAL,POR,130.0,110.0,2022-12-16 00:00:00
CLE,IND,118.0,112.0,2022-12-16 00:00:00
DET,SAC,113.0,122.0,2022-12-16 00:00:00
OKC,MIN,110.0,112.0,2022-12-16 00:00:00
CHI,NYK,91.0,114.0,2022-12-16 00:00:00
LAL,DEN,126.0,108.0,2022-12-16 00:00:00
BOS,ORL,109.0,117.0,2022-12-16 00:00:00
TOR,BKN,116.0,119.0,2022-12-16 00:00:00
PHI,GSW,118.0,106.0,2022-12-16 00:00:00
OKC,MEM,115.0,109.0,2022-12-17 00:00:00
PHX,NOP,118.0,114.0,2022-12-17 00:00:00
LAC,WAS,102.0,93.0,2022-12-17 00:00:00
SAS,MIA,101.0,111.0,2022-12-17 00:00:00
HOU,POR,95.0,107.0,2022-12-17 00:00:00
CLE,DAL,100.0,99.0,2022-12-17 00:00:00
MIL,UTA,123.0,97.0,2022-12-17 00:00:00
IND,NYK,106.0,109.0,2022-12-18 00:00:00
MIN,CHI,150.0,126.0,2022-12-18 00:00:00
DET,BKN,121.0,124.0,2022-12-18 00:00:00
TOR,GSW,110.0,126.0,2022-12-18 00:00:00
LAL,WAS,119.0,117.0,2022-12-18 00:00:00
BOS,ORL,92.0,95.0,2022-12-18 00:00:00
DEN,CHA,119.0,115.0,2022-12-18 00:00:00
PHI,TOR,104.0,101.0,2022-12-19 00:00:00
PHX,LAL,130.0,104.0,2022-12-19 00:00:00
ATL,ORL,126.0,125.0,2022-12-19 00:00:00
HOU,SAS,105.0,124.0,2022-12-19 00:00:00
MIN,DAL,116.0,106.0,2022-12-19 00:00:00
OKC,POR,123.0,121.0,2022-12-19 00:00:00
NOP,MIL,119.0,128.0,2022-12-19 00:00:00
CLE,UTA,122.0,99.0,2022-12-19 00:00:00
SAC,CHA,119.0,125.0,2022-12-19 00:00:00
NYK,GSW,132.0,94.0,2022-12-20 00:00:00
MIA,CHI,103.0,113.0,2022-12-20 00:00:00
PHX,WAS,110.0,113.0,2022-12-20 00:00:00
DEN,MEM,105.0,91.0,2022-12-20 00:00:00
DET,UTA,111.0,126.0,2022-12-20 00:00:00
CLE,MIL,114.0,106.0,2022-12-21 00:00:00
NYK,TOR,106.0,113.0,2022-12-21 00:00:00
LAC,CHA,126.0,105.0,2022-12-21 00:00:00
SAC,LAL,134.0,120.0,2022-12-21 00:00:00
BOS,IND,112.0,117.0,2022-12-21 00:00:00
OKC,POR,101.0,98.0,2022-12-21 00:00:00
HOU,ORL,110.0,116.0,2022-12-21 00:00:00
ATL,CHI,108.0,110.0,2022-12-21 00:00:00
MIN,DAL,99.0,104.0,2022-12-21 00:00:00
BKN,GSW,143.0,113.0,2022-12-21 00:00:00
PHI,DET,113.0,93.0,2022-12-21 00:00:00
NOP,SAS,126.0,117.0,2022-12-22 00:00:00
UTA,WAS,120.0,112.0,2022-12-22 00:00:00
CLE,TOR,107.0,118.0,2022-12-23 00:00:00
LAL,CHA,130.0,134.0,2022-12-23 00:00:00
PHX,MEM,100.0,125.0,2022-12-23 00:00:00
SAC,WAS,111.0,125.0,2022-12-23 00:00:00
NYK,CHI,117.0,118.0,2022-12-23 00:00:00
