home_idx,away_idx,margin,season
22,8,-9.0,2015
7,29,21.0,2015
3,10,21.0,2015
6,11,-2.0,2015
26,20,13.0,2015
24,21,30.0,2015
0,14,17.0,2015
16,18,16.0,2015
27,15,13.0,2015
0,11,30.0,2015
25,28,-4.0,2015
13,19,2.0,2015
1,16,-4.0,2015
12,5,-19.0,2015
9,18,23.0,2015
23,17,8.0,2015
10,14,30.0,2015
27,4,3.0,2015
15,7,10.0,2015
28,5,14.0,2015
20,24,30.0,2015
29,8,30.0,2015
3,6,-6.0,2015
16,27,-13.0,2015
26,12,26.0,2015
13,25,-3.0,2015
11,2,10.0,2015
1,22,22.0,2015
21,7,11.0,2015
8,0,1.0,2015
2,20,-16.0,2015
29,4,26.0,2015
9,19,30.0,2015
5,6,6.0,2015
3,21,13.0,2015
25,18,-10.0,2015
14,17,-1.0,2015
10,12,-11.0,2015
11,27,-2.0,2015
16,14,15.0,2015
0,7,23.0,2015
4,1,21.0,2015
28,23,30.0,2015
26,24,13.0,2015
22,29,0.0,2015
15,3,2.0,2015
8,25,12.0,2015
27,2,19.0,2015
10,17,10.0,2015
22,20,-9.0,2015
13,23,0.0,2015
6,9,-13.0,2015
18,24,0.0,2015
21,5,-1.0,2015
11,20,1.0,2015
29,19,15.0,2015
3,7,-3.0,2015
15,5,26.0,2015
4,28,12.0,2015
8,1,17.0,2015
0,10,17.0,2015
26,9,13.0,2015
14,12,16.0,2015
19,25,-3.0,2015
18,12,9.0,2015
6,24,17.0,2015
16,28,-4.0,2015
27,21,10.0,2015
22,2,-10.0,2015
23,14,-1.0,2015
11,22,21.0,2015
3,26,8.0,2015
4,25,12.0,2015
17,9,0.0,2015
2,21,16.0,2015
8,16,6.0,2015
5,7,30.0,2015
0,29,-10.0,2015
13,14,12.0,2015
18,15,-9.0,2015
1,3,0.0,2015
20,10,9.0,2015
7,22,6.0,2015
23,13,17.0,2015
9,12,21.0,2015
17,25,14.0,2015
26,15,29.0,2015
29,0,-16.0,2015
5,16,14.0,2015
24,6,11.0,2015
10,28,3.0,2015
4,19,-3.0,2015
2,27,17.0,2015
8,21,21.0,2015
12,24,7.0,2015
20,28,27.0,2015
11,18,13.0,2015
1,5,14.0,2015
19,4,17.0,2015
13,7,-6.0,2015
10,27,8.0,2015
26,14,11.0,2015
15,21,16.0,2015
8,3,12.0,2015
9,6,13.0,2015
25,23,27.0,2015
29,17,2.0,2015
0,16,16.0,2015
17,28,-4.0,2015
21,4,27.0,2015
1,11,15.0,2015
23,2,2.0,2015
24,22,8.0,2015
20,26,24.0,2015
18,27,-19.0,2015
16,3,-19.0,2015
19,5,-9.0,2015
8,0,-12.0,2015
25,6,27.0,2015
12,7,20.0,2015
9,22,17.0,2015
11,10,8.0,2015
13,29,-8.0,2015
27,20,-14.0,2015
24,25,17.0,2015
17,23,10.0,2015
12,2,29.0,2015
15,1,16.0,2015
7,6,-4.0,2015
4,0,3.0,2015
14,26,-9.0,2015
18,19,13.0,2015
28,13,30.0,2015
22,3,-10.0,2015
8,20,11.0,2015
9,29,13.0,2015
5,10,-1.0,2015
21,1,30.0,2015
11,4,3.0,2015
13,15,7.0,2015
26,18,13.0,2015
17,12,-15.0,2015
16,23,16.0,2015
14,7,1.0,2015
6,19,7.0,2015
28,9,-2.0,2015
27,0,13.0,2015
25,29,14.0,2015
20,12,7.0,2015
18,7,11.0,2015
11,21,-15.0,2015
5,1,25.0,2015
10,4,2.0,2015
24,2,12.0,2015
0,5,3.0,2015
8,6,-4.0,2015
3,22,14.0,2015
23,29,-2.0,2015
28,17,18.0,2015
14,27,1.0,2015
16,21,8.0,2015
25,15,-1.0,2015
19,1,19.0,2015
9,2,2.0,2015
26,27,12.0,2015
22,11,-8.0,2015
4,8,1.0,2015
24,15,22.0,2015
7,25,-4.0,2015
1,18,-14.0,2015
23,28,-10.0,2015
12,29,10.0,2015
10,20,13.0,2015
9,24,30.0,2015
17,6,-5.0,2015
19,11,0.0,2015
21,14,17.0,2015
16,4,1.0,2015
5,3,14.0,2015
13,2,-2.0,2015
9,17,-2.0,2015
15,8,23.0,2015
25,24,-3.0,2015
28,26,3.0,2015
0,23,18.0,2015
22,18,19.0,2015
16,5,-24.0,2015
27,3,11.0,2015
14,4,21.0,2015
7,20,-17.0,2015
12,13,27.0,2015
11,5,19.0,2015
2,18,12.0,2015
6,10,7.0,2015
29,1,23.0,2015
19,3,-9.0,2015
13,12,-5.0,2015
21,8,1.0,2015
24,20,10.0,2015
