home_idx,away_idx,margin
13,9,-4.0
22,29,5.0
26,14,9.0
27,3,13.0
12,28,-19.0
0,5,-7.0
24,16,-12.0
2,22,11.0
7,4,1.0
28,18,6.0
20,17,4.0
15,3,5.0
29,8,18.0
21,9,-21.0
27,11,5.0
14,26,-16.0
4,25,-1.0
5,14,5.0
6,12,26.0
7,13,15.0
2,23,5.0
22,8,5.0
1,0,-12.0
24,18,-7.0
16,25,5.0
17,12,6.0
19,21,-5.0
13,10,-23.0
15,9,-28.0
20,26,3.0
14,17,3.0
4,5,-22.0
0,1,-20.0
22,23,-14.0
11,19,18.0
6,7,17.0
2,16,11.0
26,8,3.0
3,21,10.0
28,29,30.0
18,9,-10.0
27,23,13.0
24,29,-14.0
20,28,6.0
2,6,7.0
12,17,-6.0
16,8,4.0
3,9,-14.0
18,7,9.0
19,14,11.0
11,4,2.0
5,25,6.0
21,0,4.0
26,15,12.0
1,20,5.0
22,13,-3.0
28,10,-11.0
23,29,-10.0
14,27,-9.0
11,5,4.0
8,9,-4.0
16,6,7.0
26,2,3.0
3,4,-8.0
18,25,-7.0
21,7,-14.0
16,28,17.0
5,22,7.0
24,10,-7.0
1,15,-12.0
4,19,2.0
3,13,-11.0
12,29,1.0
14,20,-1.0
0,21,7.0
23,26,-3.0
8,2,-10.0
19,0,4.0
17,6,5.0
25,27,-15.0
11,7,10.0
18,22,7.0
14,15,-25.0
10,18,7.0
20,3,-13.0
12,27,5.0
9,24,7.0
4,2,23.0
17,22,-6.0
5,0,9.0
6,26,6.0
8,7,-19.0
19,13,4.0
1,29,5.0
25,23,7.0
21,12,-11.0
11,20,-5.0
10,3,12.0
2,7,6.0
4,28,3.0
29,14,6.0
23,27,-6.0
18,16,7.0
15,24,-7.0
5,13,9.0
1,19,-7.0
0,8,-14.0
17,25,23.0
9,6,15.0
29,12,9.0
2,28,-12.0
27,1,30.0
10,26,15.0
11,8,-6.0
14,0,2.0
16,4,-6.0
21,24,-7.0
22,20,-2.0
7,18,6.0
3,15,-6.0
3,24,-2.0
19,20,15.0
17,23,-2.0
5,28,9.0
26,6,2.0
10,16,4.0
15,12,5.0
14,2,-9.0
27,25,15.0
8,21,4.0
1,11,-12.0
29,5,-7.0
26,12,18.0
0,15,6.0
3,19,18.0
17,24,1.0
4,22,2.0
10,28,21.0
20,7,1.0
6,23,-6.0
13,9,-2.0
11,2,-1.0
29,18,10.0
22,25,-6.0
16,5,3.0
10,13,-6.0
20,28,28.0
7,17,-8.0
0,11,-10.0
4,21,18.0
2,15,-1.0
9,14,13.0
1,25,-5.0
24,26,-2.0
3,27,-18.0
12,23,13.0
6,8,17.0
19,2,9.0
23,14,2.0
5,4,3.0
22,27,-5.0
28,26,11.0
20,0,3.0
1,29,30.0
8,19,3.0
21,18,-14.0
15,6,12.0
9,13,7.0
10,12,-10.0
16,3,5.0
24,7,-17.0
29,21,27.0
13,24,-3.0
9,7,-15.0
2,4,25.0
27,22,16.0
15,18,-15.0
11,1,4.0
14,12,3.0
0,6,5.0
3,16,5.0
28,20,-14.0
25,26,-9.0
23,17,-9.0
9,5,7.0
20,10,5.0
13,17,-17.0
2,29,-8.0
19,22,-7.0
26,1,12.0
6,27,5.0
23,14,2.0
16,4,-9.0
7,28,24.0
15,21,18.0
12,25,27.0
8,11,24.0
0,29,14.0
11,6,-4.0
20,27,17.0
9,28,25.0
4,19,5.0
25,5,14.0
18,1,15.0
13,14,-10.0
3,2,-11.0
17,7,3.0
26,19,12.0
24,22,4.0
2,10,1.0
16,17,6.0
21,8,13.0
4,11,12.0
27,0,13.0
9,3,-11.0
15,1,-24.0
20,16,-2.0
18,6,-8.0
29,10,18.0
13,12,-15.0
25,23,-10.0
7,22,-5.0
18,19,-2.0
21,15,-6.0
28,5,3.0
0,24,15.0
9,14,13.0
8,26,14.0
23,22,-13.0
20,6,-3.0
25,14,-18.0
12,3,8.0
11,17,-17.0
29,4,4.0
2,1,3.0
10,13,6.0
17,13,18.0
4,24,-4.0
27,16,4.0
1,21,3.0
19,26,-9.0
25,3,-20.0
12,14,8.0
23,0,1.0
5,24,17.0
2,5,14.0
1,17,1.0
6,9,-3.0
4,27,-9.0
28,18,-10.0
29,19,18.0
7,23,23.0
22,26,6.0
21,10,-18.0
13,20,-30.0
16,11,21.0
15,8,7.0
12,20,-10.0
10,9,-10.0
22,8,30.0
6,4,-3.0
16,27,-19.0
24,0,21.0
13,3,-14.0
15,19,4.0
14,29,-2.0
7,28,8.0
2,17,7.0
26,23,14.0
1,2,-2.0
29,16,-7.0
8,10,7.0
12,9,-16.0
11,4,30.0
21,5,-4.0
25,7,8.0
17,18,18.0
6,19,-4.0
13,0,19.0
24,26,1.0
15,28,1.0
23,20,14.0
1,27,-1.0
4,10,-9.0
25,26,-7.0
11,16,13.0
18,8,3.0
17,5,28.0
9,7,10.0
12,0,1.0
6,21,15.0
27,15,-1.0
13,25,13.0
20,24,-11.0
7,0,-13.0
16,21,7.0
1,8,-30.0
14,18,3.0
9,12,-19.0
19,4,-3.0
29,28,-3.0
11,15,-8.0
17,20,16.0
10,24,9.0
3,6,-4.0
13,26,12.0
22,2,-11.0
25,12,-6.0
27,5,30.0
16,9,-14.0
17,19,10.0
0,1,-5.0
18,24,6.0
11,5,2.0
3,28,11.0
29,21,6.0
7,14,9.0
23,10,-17.0
27,9,-2.0
4,8,2.0
3,20,-10.0
12,25,21.0
29,1,6.0
6,13,-6.0
26,7,30.0
15,16,18.0
17,24,17.0
23,11,-23.0
19,18,-5.0
0,26,3.0
20,25,7.0
12,10,11.0
22,27,6.0
28,11,-15.0
29,16,-9.0
8,3,-11.0
5,9,-10.0
1,19,-15.0
14,13,9.0
4,15,8.0
2,18,-3.0
24,23,7.0
21,17,6.0
7,6,3.0
12,7,5.0
14,19,6.0
1,26,-5.0
4,9,-7.0
27,8,5.0
25,28,-15.0
3,29,24.0
0,18,1.0
20,13,24.0
16,15,-5.0
24,11,14.0
5,21,1.0
2,22,-9.0
10,17,18.0
1,15,6.0
14,25,18.0
8,29,-10.0
28,19,-2.0
7,23,-8.0
13,11,13.0
27,26,3.0
22,16,22.0
18,14,7.0
5,20,-24.0
17,27,6.0
3,15,-1.0
10,9,8.0
24,6,9.0
0,4,-16.0
28,12,12.0
13,19,20.0
8,1,-1.0
26,11,-8.0
2,21,-8.0
18,4,4.0
16,23,4.0
6,29,23.0
7,24,3.0
14,22,4.0
10,15,9.0
0,28,14.0
3,25,5.0
12,17,-8.0
20,1,1.0
9,19,11.0
13,2,1.0
26,5,12.0
21,25,-6.0
14,26,-23.0
11,23,15.0
24,17,9.0
6,10,-7.0
22,4,14.0
12,2,-11.0
3,18,-5.0
0,27,-15.0
8,28,-3.0
15,25,-1.0
9,17,13.0
20,29,9.0
7,19,12.0
14,12,-9.0
23,19,-22.0
26,22,-19.0
5,11,7.0
18,10,2.0
4,13,-5.0
16,1,25.0
27,28,-4.0
6,24,-14.0
3,0,11.0
11,21,2.0
7,6,2.0
8,20,-13.0
0,29,-25.0
9,2,4.0
17,1,14.0
15,3,4.0
20,22,10.0
27,13,12.0
10,23,11.0
26,25,15.0
4,16,-14.0
5,8,17.0
18,12,-9.0
6,15,-7.0
14,23,11.0
0,17,5.0
7,2,-1.0
16,22,12.0
11,3,9.0
10,21,7.0
28,9,30.0
8,5,11.0
19,1,16.0
12,24,-8.0
26,7,2.0
18,25,-11.0
27,17,5.0
29,20,6.0
23,6,14.0
2,19,30.0
0,3,-13.0
11,14,4.0
21,13,22.0
5,15,2.0
24,4,16.0
1,22,8.0
7,20,3.0
26,10,-11.0
29,27,3.0
8,14,2.0
17,16,19.0
2,0,9.0
1,13,-3.0
23,28,-30.0
22,15,6.0
16,19,2.0
3,11,7.0
25,9,-15.0
20,18,-14.0
27,24,25.0
8,15,4.0
11,22,8.0
5,10,-30.0
7,9,7.0
17,18,11.0
25,6,-7.0
21,29,-17.0
26,28,-9.0
12,4,10.0
1,16,-15.0
27,14,15.0
19,0,-3.0
20,13,-4.0
23,3,-5.0
2,24,1.0
8,24,20.0
15,21,-2.0
12,6,3.0
7,3,17.0
25,4,6.0
11,29,-9.0
18,28,-24.0
21,5,18.0
27,2,20.0
1,10,-10.0
22,29,13.0
13,23,19.0
19,16,-14.0
9,20,-20.0
0,14,26.0
14,28,-4.0
8,1,9.0
5,17,2.0
15,10,-8.0
23,26,-30.0
9,6,18.0
27,19,25.0
21,0,2.0
24,3,6.0
29,2,-6.0
13,20,25.0
10,7,26.0
8,12,-13.0
22,18,18.0
2,11,-6.0
0,5,-16.0
28,3,12.0
4,17,1.0
15,16,6.0
25,24,-18.0
1,18,-10.0
9,26,17.0
23,7,-10.0
6,13,7.0
4,29,-11.0
22,12,14.0
21,16,-7.0
10,6,7.0
17,25,5.0
11,19,8.0
20,14,18.0
2,5,-22.0
3,27,-20.0
0,8,3.0
24,28,-19.0
1,12,-13.0
22,19,16.0
4,21,4.0
9,23,30.0
8,18,-15.0
28,26,2.0
16,0,5.0
27,15,3.0
6,25,-5.0
7,26,8.0
17,10,-18.0
20,5,-8.0
24,9,6.0
2,12,-10.0
28,23,10.0
8,0,6.0
10,25,9.0
14,20,-7.0
4,27,-24.0
18,13,22.0
19,29,-5.0
22,15,2.0
21,3,-2.0
1,11,-5.0
17,13,8.0
16,7,-11.0
21,19,-7.0
9,12,7.0
5,29,-7.0
25,20,-3.0
3,1,15.0
4,22,-1.0
10,17,18.0
23,12,-11.0
29,3,-17.0
8,2,-12.0
28,24,-19.0
7,26,3.0
18,15,1.0
11,0,23.0
27,16,-3.0
14,5,-23.0
13,6,22.0
23,24,-2.0
19,2,-9.0
9,20,30.0
22,21,11.0
25,13,-5.0
17,4,18.0
15,14,26.0
28,6,7.0
3,8,16.0
29,22,15.0
5,26,-16.0
16,18,-2.0
7,10,-5.0
27,8,29.0
1,4,17.0
2,14,11.0
0,13,-19.0
6,11,6.0
20,21,7.0
19,9,-14.0
25,17,-18.0
18,23,9.0
28,10,-11.0
3,4,15.0
5,1,6.0
16,29,-3.0
24,25,17.0
15,22,1.0
7,12,-2.0
0,11,5.0
26,18,-5.0
21,27,-13.0
2,3,28.0
12,10,-13.0
8,16,23.0
14,23,-8.0
29,9,-8.0
6,20,-1.0
5,22,-11.0
24,17,9.0
15,13,-18.0
25,1,5.0
22,3,11.0
14,7,-6.0
0,9,-5.0
28,17,8.0
12,19,23.0
29,27,-7.0
23,20,-8.0
4,6,8.0
16,11,-7.0
21,8,9.0
15,8,9.0
5,7,-9.0
21,14,7.0
10,2,3.0
26,13,-4.0
24,20,8.0
25,28,-7.0
29,11,-3.0
25,19,3.0
16,22,8.0
12,1,3.0
6,18,-17.0
0,23,1.0
27,3,5.0
4,2,-16.0
11,16,3.0
28,21,14.0
15,23,22.0
26,14,2.0
13,24,-5.0
5,8,22.0
29,15,4.0
20,10,-10.0
9,1,13.0
27,0,16.0
6,7,11.0
24,19,24.0
3,22,-14.0
12,18,-5.0
7,5,-5.0
11,28,-20.0
4,14,9.0
8,27,-2.0
16,10,-11.0
13,21,1.0
25,18,-13.0
3,1,-14.0
9,26,3.0
15,22,9.0
20,23,28.0
17,2,-8.0
11,0,25.0
18,29,-19.0
24,9,17.0
8,4,16.0
14,28,-17.0
12,5,14.0
7,13,9.0
16,19,8.0
27,10,3.0
25,21,6.0
12,21,8.0
6,14,30.0
3,23,7.0
15,29,27.0
20,26,10.0
19,27,-26.0
2,11,-2.0
6,10,-23.0
7,25,26.0
18,28,-17.0
13,5,14.0
1,22,-23.0
17,9,6.0
0,4,-7.0
10,26,16.0
20,25,5.0
24,15,16.0
14,16,-18.0
26,21,30.0
0,20,-12.0
18,3,4.0
19,6,-13.0
29,17,-5.0
4,12,-6.0
23,5,-22.0
28,8,30.0
22,11,-3.0
13,7,9.0
1,27,-14.0
2,29,-1.0
25,15,4.0
9,13,11.0
21,16,9.0
0,3,-12.0
26,18,5.0
28,23,28.0
7,8,7.0
11,27,-7.0
24,5,8.0
10,12,5.0
19,22,-8.0
14,4,-1.0
13,15,-1.0
21,2,-9.0
27,6,7.0
22,1,4.0
9,25,-5.0
20,12,8.0
18,10,-6.0
1,6,8.0
23,9,-15.0
16,0,5.0
26,17,16.0
19,3,23.0
28,25,6.0
24,8,13.0
14,7,7.0
4,5,-5.0
29,11,7.0
18,2,19.0
27,20,-7.0
17,10,-9.0
12,24,-13.0
1,14,3.0
15,7,8.0
26,9,14.0
22,3,14.0
25,8,-16.0
19,4,18.0
5,16,7.0
11,13,10.0
17,12,14.0
23,8,-27.0
21,27,-7.0
18,6,10.0
28,0,-5.0
24,10,-4.0
2,20,1.0
22,14,14.0
18,11,4.0
5,27,3.0
4,7,-30.0
16,12,-7.0
15,19,21.0
1,3,-6.0
26,29,8.0
3,14,30.0
10,8,4.0
25,0,15.0
6,28,-7.0
18,13,3.0
21,22,-20.0
20,15,6.0
24,2,-5.0
11,12,5.0
29,7,-8.0
19,17,-4.0
9,0,12.0
27,1,4.0
4,16,-13.0
26,28,4.0
5,23,25.0
14,13,-7.0
8,4,22.0
6,3,-4.0
22,17,12.0
21,23,6.0
10,18,23.0
27,12,-11.0
29,19,-4.0
9,28,-19.0
20,24,-3.0
25,2,-11.0
10,0,19.0
11,15,6.0
1,5,-7.0
16,26,3.0
8,13,6.0
23,2,-8.0
17,14,-8.0
22,7,19.0
3,19,9.0
25,6,-6.0
18,24,-4.0
15,5,19.0
27,7,4.0
29,26,10.0
12,16,7.0
9,11,-11.0
10,4,30.0
23,12,-12.0
22,19,17.0
21,1,-7.0
13,6,10.0
3,5,-13.0
14,24,5.0
28,2,-3.0
17,0,12.0
26,20,4.0
9,16,-9.0
25,11,-3.0
8,29,11.0
15,4,11.0
21,4,-8.0
5,18,5.0
28,14,10.0
10,23,1.0
13,16,-2.0
0,22,-10.0
20,7,-1.0
6,17,-1.0
24,12,9.0
29,3,14.0
25,9,-16.0
15,1,-1.0
19,8,-6.0
2,27,11.0
0,21,6.0
7,16,3.0
3,22,-17.0
24,14,15.0
5,6,11.0
1,8,-12.0
12,11,-7.0
4,29,19.0
18,20,-5.0
17,28,-24.0
13,25,-1.0
9,23,10.0
26,10,17.0
22,1,26.0
28,13,7.0
19,21,-24.0
16,2,4.0
10,29,16.0
15,0,3.0
23,25,3.0
5,27,6.0
7,11,3.0
4,3,6.0
12,26,3.0
20,9,-4.0
6,24,6.0
27,2,18.0
18,14,28.0
0,15,-29.0
21,6,5.0
8,22,-7.0
13,26,10.0
7,17,4.0
28,12,22.0
5,29,4.0
16,1,-8.0
10,24,2.0
11,9,20.0
29,0,-6.0
27,11,19.0
21,3,-30.0
13,17,-17.0
2,4,7.0
8,6,7.0
14,25,-1.0
23,18,-19.0
19,15,24.0
22,5,2.0
19,16,-13.0
26,24,11.0
10,20,-6.0
12,7,-19.0
4,1,-28.0
9,18,-6.0
27,21,11.0
2,0,-6.0
23,9,-17.0
22,6,12.0
14,8,13.0
3,11,-6.0
13,28,-15.0
7,24,6.0
12,18,-13.0
8,27,-10.0
19,5,-14.0
17,14,19.0
15,20,-22.0
16,21,16.0
1,4,9.0
26,25,13.0
6,23,-27.0
11,3,-26.0
13,10,-6.0
0,22,-8.0
29,2,12.0
28,9,30.0
15,27,7.0
18,26,24.0
5,19,-12.0
22,16,30.0
17,7,6.0
25,10,13.0
12,13,-15.0
24,28,9.0
4,8,-30.0
21,29,9.0
20,14,14.0
2,1,13.0
