home_idx,away_idx,margin
2,27,14.0
3,17,6.0
7,20,2.0
6,18,13.0
28,16,14.0
25,21,-11.0
4,12,-19.0
0,26,-11.0
29,19,-18.0
24,5,19.0
13,14,10.0
2,8,-6.0
0,11,-12.0
9,1,-17.0
28,15,18.0
19,10,22.0
23,22,9.0
7,13,17.0
6,24,-3.0
23,21,19.0
3,26,-12.0
8,18,11.0
25,14,-14.0
29,2,13.0
27,17,-4.0
20,16,5.0
12,5,17.0
25,1,-11.0
29,10,12.0
19,0,11.0
9,5,30.0
28,22,11.0
11,4,-8.0
12,15,7.0
2,7,13.0
20,24,-11.0
14,18,-30.0
23,1,-4.0
17,13,-8.0
16,27,-11.0
2,0,-8.0
21,19,18.0
17,11,-6.0
12,28,-18.0
9,15,8.0
18,24,-2.0
29,7,2.0
22,10,5.0
14,20,9.0
4,8,3.0
16,27,-14.0
25,15,-8.0
13,1,-11.0
14,8,14.0
22,4,7.0
5,7,-17.0
18,23,-18.0
2,0,12.0
21,9,4.0
16,20,13.0
17,27,-5.0
12,28,4.0
4,25,8.0
24,29,-7.0
13,15,-2.0
14,23,-30.0
3,9,2.0
19,17,4.0
16,25,13.0
5,20,-16.0
18,2,5.0
12,1,-4.0
27,22,7.0
21,8,9.0
0,7,8.0
10,4,-20.0
23,24,30.0
6,14,10.0
13,29,-3.0
28,3,22.0
20,15,-14.0
1,25,9.0
7,24,5.0
21,8,-12.0
12,29,19.0
16,17,27.0
19,9,-8.0
6,2,3.0
5,0,1.0
27,22,-7.0
23,3,-3.0
4,17,7.0
15,27,8.0
11,9,-4.0
28,13,25.0
20,26,3.0
18,8,10.0
5,10,16.0
0,2,15.0
22,6,14.0
7,29,-2.0
14,12,28.0
19,25,19.0
16,18,4.0
1,21,30.0
2,11,6.0
8,25,-3.0
13,24,9.0
15,28,8.0
20,0,9.0
27,10,11.0
4,23,-9.0
9,3,9.0
14,12,-20.0
22,5,-3.0
20,7,-30.0
19,11,3.0
26,18,3.0
21,28,-15.0
29,17,16.0
1,6,-17.0
10,14,-30.0
15,0,10.0
13,9,26.0
25,3,-1.0
8,19,-19.0
2,29,1.0
17,23,-19.0
16,12,5.0
22,11,16.0
26,1,-11.0
10,5,-11.0
4,7,-6.0
24,3,12.0
18,28,5.0
21,6,-6.0
26,19,26.0
29,14,-14.0
2,12,5.0
13,23,-10.0
15,0,-14.0
16,7,-30.0
27,8,-24.0
21,0,-3.0
25,13,3.0
22,28,8.0
24,9,2.0
6,20,9.0
10,1,-18.0
18,4,-4.0
5,11,-3.0
17,3,-30.0
26,20,-5.0
14,16,-1.0
23,9,22.0
24,25,4.0
29,12,2.0
11,7,-10.0
19,8,10.0
18,15,-10.0
2,27,7.0
6,26,11.0
14,29,15.0
4,22,-22.0
1,2,12.0
15,21,8.0
27,0,-1.0
24,23,-6.0
20,6,8.0
25,10,20.0
12,9,26.0
18,17,-30.0
16,19,30.0
3,8,3.0
4,15,-11.0
26,21,27.0
18,5,30.0
14,7,-1.0
29,22,-26.0
13,11,5.0
28,10,15.0
23,11,-11.0
17,24,-4.0
20,19,-22.0
29,16,-6.0
1,8,5.0
0,25,15.0
7,6,-13.0
3,27,10.0
4,27,23.0
9,28,12.0
0,5,18.0
17,24,2.0
20,14,6.0
22,26,30.0
18,12,20.0
10,2,-27.0
21,15,-5.0
29,16,-11.0
23,14,23.0
1,19,5.0
8,26,-10.0
7,11,15.0
3,25,6.0
6,12,-10.0
9,13,-30.0
13,17,16.0
24,18,1.0
10,0,-12.0
15,5,15.0
2,28,-8.0
22,19,3.0
4,20,21.0
6,12,16.0
29,25,-2.0
11,1,-9.0
22,16,-4.0
14,15,4.0
7,3,25.0
8,27,4.0
5,2,7.0
10,9,-14.0
4,26,-7.0
0,20,23.0
24,18,8.0
23,17,-4.0
13,3,11.0
19,21,1.0
29,28,9.0
10,8,-13.0
7,4,4.0
2,25,-11.0
24,6,6.0
23,17,12.0
14,9,-13.0
21,1,8.0
5,26,-6.0
15,11,-27.0
27,28,-3.0
16,26,7.0
14,9,8.0
13,0,-5.0
12,3,27.0
22,25,24.0
23,13,17.0
8,4,-14.0
10,20,-2.0
7,18,-5.0
5,27,11.0
2,21,16.0
19,22,-1.0
15,11,-3.0
24,6,-30.0
1,29,7.0
26,3,-3.0
12,0,9.0
5,25,-14.0
16,11,27.0
4,28,-25.0
14,2,6.0
17,20,-9.0
10,27,18.0
15,23,-10.0
24,1,-4.0
9,22,-10.0
18,13,17.0
19,29,18.0
21,7,-11.0
26,12,-30.0
16,2,2.0
21,23,1.0
11,8,5.0
25,0,2.0
17,6,-20.0
20,14,-9.0
27,7,24.0
4,5,-9.0
28,1,30.0
10,3,-25.0
25,9,22.0
13,22,-8.0
19,29,4.0
26,12,-13.0
15,24,-3.0
18,7,-5.0
21,24,-7.0
3,15,5.0
17,10,6.0
28,14,3.0
27,23,-4.0
6,11,-15.0
16,2,-8.0
9,0,-16.0
13,5,14.0
8,1,-2.0
29,8,14.0
17,10,-22.0
18,6,9.0
25,5,2.0
12,22,10.0
26,4,16.0
16,19,-6.0
28,14,16.0
20,2,-17.0
27,24,-5.0
3,23,-4.0
7,0,24.0
13,21,3.0
1,17,5.0
9,4,14.0
8,27,14.0
2,18,-6.0
26,25,-17.0
10,14,-10.0
20,6,-21.0
19,15,-10.0
12,16,24.0
28,5,30.0
29,11,8.0
23,0,7.0
7,22,9.0
12,21,-7.0
29,3,-10.0
14,28,-4.0
23,4,5.0
20,27,10.0
17,19,1.0
13,16,-15.0
8,24,-23.0
11,15,-5.0
2,6,-5.0
26,25,14.0
1,10,12.0
26,0,-5.0
8,29,29.0
1,3,22.0
15,9,7.0
18,21,-5.0
5,22,-20.0
12,7,-7.0
18,0,-23.0
27,9,30.0
11,3,-17.0
23,20,30.0
14,17,12.0
25,13,-21.0
24,16,-18.0
2,10,16.0
28,4,7.0
19,6,-13.0
8,19,-30.0
29,6,-22.0
25,16,-1.0
24,20,30.0
15,5,14.0
26,11,-6.0
28,21,30.0
22,17,9.0
0,9,6.0
2,3,30.0
4,1,8.0
10,18,-7.0
22,14,-16.0
7,21,10.0
12,13,18.0
27,29,2.0
20,8,-24.0
17,25,10.0
10,23,-3.0
1,19,2.0
6,28,8.0
26,5,-24.0
15,14,-12.0
11,4,-16.0
12,24,17.0
27,13,-9.0
7,8,15.0
2,22,-10.0
0,18,16.0
9,16,1.0
2,19,2.0
0,14,-18.0
10,6,9.0
23,28,4.0
7,26,10.0
11,17,4.0
20,3,-11.0
21,29,-15.0
1,18,28.0
15,13,6.0
25,8,-12.0
6,16,15.0
12,23,10.0
28,24,19.0
27,4,-9.0
20,5,-27.0
7,26,2.0
16,3,-8.0
2,17,9.0
18,22,7.0
9,29,-3.0
12,10,17.0
21,11,-5.0
19,14,4.0
0,4,12.0
23,29,28.0
1,13,-25.0
24,8,15.0
20,22,-24.0
9,10,16.0
28,25,16.0
5,27,-20.0
24,15,-9.0
17,4,4.0
14,11,-7.0
21,16,-30.0
12,8,7.0
3,0,-4.0
19,27,6.0
7,2,-18.0
6,26,-2.0
5,18,-7.0
14,4,11.0
18,25,7.0
6,22,-18.0
21,26,-23.0
23,10,6.0
28,29,-4.0
19,13,15.0
9,7,9.0
27,0,-5.0
28,20,10.0
24,2,-1.0
23,15,20.0
17,1,-30.0
3,13,-8.0
11,12,-11.0
14,6,-1.0
20,9,-30.0
8,12,-2.0
27,26,5.0
4,21,-9.0
22,1,6.0
10,11,-8.0
17,16,-25.0
25,29,-12.0
3,5,-13.0
18,19,-10.0
7,15,17.0
0,16,-11.0
23,25,8.0
5,9,-18.0
13,2,-8.0
6,19,-8.0
10,7,-29.0
22,12,3.0
29,18,2.0
8,20,6.0
17,15,8.0
1,3,15.0
26,24,-1.0
4,14,-11.0
27,21,11.0
28,11,8.0
2,9,5.0
16,14,-13.0
29,8,21.0
13,28,12.0
23,26,-26.0
4,5,10.0
19,18,10.0
3,24,8.0
15,1,2.0
21,10,-4.0
6,25,-14.0
0,11,12.0
12,17,19.0
27,20,6.0
22,9,-11.0
16,23,-1.0
11,26,-15.0
7,14,2.0
29,20,12.0
8,5,4.0
15,10,22.0
13,28,-14.0
2,4,-6.0
25,17,-14.0
24,12,-1.0
19,3,12.0
18,1,-5.0
0,21,16.0
26,15,-20.0
27,1,11.0
5,4,16.0
6,8,10.0
10,28,-23.0
29,9,4.0
19,0,10.0
25,17,3.0
12,14,12.0
24,7,-1.0
22,23,-3.0
11,20,6.0
6,13,5.0
4,3,17.0
2,23,13.0
26,8,15.0
21,18,-30.0
16,22,7.0
0,15,15.0
10,12,-5.0
24,14,-2.0
20,29,-20.0
1,2,5.0
9,7,21.0
3,5,6.0
11,8,6.0
16,22,30.0
7,10,13.0
15,4,5.0
28,17,-5.0
19,27,17.0
6,13,15.0
18,26,-2.0
1,23,9.0
9,25,4.0
21,11,-19.0
0,16,7.0
24,14,-7.0
3,2,21.0
29,5,9.0
22,20,30.0
15,4,-8.0
7,14,24.0
21,13,-11.0
19,23,-8.0
17,28,1.0
25,6,7.0
29,26,-3.0
8,0,14.0
27,5,16.0
18,12,17.0
9,6,-30.0
27,1,-13.0
10,17,-7.0
3,16,-10.0
11,24,-21.0
2,20,-4.0
15,26,5.0
22,0,30.0
23,12,8.0
29,13,9.0
2,3,9.0
5,21,-5.0
14,24,-21.0
7,18,2.0
19,4,19.0
25,28,-30.0
7,27,10.0
20,18,-14.0
17,9,12.0
8,6,-10.0
11,1,-17.0
10,16,7.0
1,24,-19.0
4,16,-10.0
22,0,22.0
14,21,17.0
2,26,3.0
13,25,-4.0
23,28,21.0
5,29,-29.0
10,9,-26.0
6,29,1.0
5,15,-17.0
12,7,-6.0
21,14,1.0
17,18,-4.0
0,4,11.0
3,8,13.0
28,27,4.0
20,11,-30.0
13,27,-7.0
6,25,-12.0
26,22,-2.0
3,15,-10.0
20,23,-3.0
10,19,-25.0
16,1,3.0
2,24,-10.0
8,21,-7.0
4,22,-12.0
18,9,-15.0
29,11,13.0
0,24,9.0
13,7,4.0
28,26,11.0
14,19,-14.0
20,25,-4.0
8,3,-3.0
15,6,-14.0
5,23,-16.0
12,27,5.0
18,9,5.0
16,1,6.0
7,19,16.0
16,29,1.0
17,14,-4.0
10,22,-20.0
28,26,30.0
5,24,-30.0
11,25,-11.0
0,23,30.0
21,2,-30.0
11,0,7.0
8,14,14.0
3,4,-21.0
9,20,21.0
6,1,4.0
12,13,24.0
27,29,-2.0
24,13,5.0
6,5,20.0
15,17,9.0
28,7,7.0
4,2,22.0
16,10,8.0
22,18,2.0
25,26,-9.0
3,21,10.0
23,19,23.0
24,26,22.0
7,1,-6.0
11,29,-1.0
28,10,8.0
9,20,30.0
22,8,14.0
27,14,-10.0
13,23,13.0
25,20,28.0
21,17,-30.0
2,15,-6.0
3,18,-2.0
8,4,-12.0
5,6,-27.0
12,19,-6.0
9,28,3.0
0,29,1.0
24,10,11.0
26,16,21.0
5,11,-9.0
14,18,5.0
16,21,12.0
14,6,29.0
8,17,-19.0
2,15,-8.0
25,20,16.0
13,19,2.0
3,7,-5.0
27,12,-19.0
9,23,6.0
4,1,-8.0
11,22,9.0
5,2,8.0
0,29,4.0
1,26,12.0
28,24,-7.0
13,10,2.0
6,18,18.0
4,27,12.0
19,26,4.0
3,12,-23.0
11,16,-9.0
15,22,12.0
0,21,23.0
14,25,6.0
23,24,1.0
17,7,-11.0
10,12,7.0
8,7,-13.0
6,27,4.0
9,18,3.0
14,25,1.0
22,21,25.0
29,5,15.0
20,28,-16.0
19,3,9.0
26,23,-30.0
1,4,14.0
17,2,-16.0
16,15,14.0
11,13,-7.0
9,14,12.0
22,21,11.0
25,28,-22.0
18,13,-12.0
1,5,14.0
24,7,16.0
17,6,15.0
19,2,4.0
8,15,-13.0
20,12,5.0
27,11,-12.0
29,3,5.0
4,16,6.0
26,23,-2.0
0,10,29.0
