team_abbreviation_home,team_abbreviation_away,pts_home,pts_away,game_date
DEN,DAL,106.0,75.0,2021-10-29 00:00:00
BKN,IND,105.0,98.0,2021-10-29 00:00:00
LAL,CLE,113.0,101.0,2021-10-29 00:00:00
NOP,SAC,109.0,113.0,2021-10-29 00:00:00
TOR,ORL,110.0,109.0,2021-10-29 00:00:00
IND,TOR,94.0,97.0,2021-10-30 00:00:00
GSW,OKC,103.0,82.0,2021-10-30 00:00:00
MIN,DEN,91.0,93.0,2021-10-30 00:00:00
PHX,CLE,101.0,92.0,2021-10-30 00:00:00
CHI,UTA,107.0,99.0,2021-10-30 00:00:00
MIL,SAS,93.0,102.0,2021-10-30 00:00:00
MEM,MIA,103.0,129.0,2021-10-30 00:00:00
PHI,ATL,122.0,94.0,2021-10-30 00:00:00
DET,ORL,110.0,103.0,2021-10-30 00:00:00
NOP,NYK,117.0,123.0,2021-10-30 00:00:00
WAS,BOS,115.0,112.0,2021-10-30 00:00:00
MIL,UTA,95.0,107.0,2021-10-31 00:00:00
DAL,SAC,105.0,99.0,2021-10-31 00:00:00
CHA,POR,125.0,113.0,2021-10-31 00:00:00
BKN,DET,117.0,91.0,2021-10-31 00:00:00
LAL,HOU,95.0,85.0,2021-10-31 00:00:00
PHI,POR,113.0,103.0,2021-11-01 00:00:00
BOS,CHI,114.0,128.0,2021-11-01 00:00:00
CHA,CLE,110.0,113.0,2021-11-01 00:00:00
IND,SAS,131.0,118.0,2021-11-01 00:00:00
NYK,TOR,104.0,113.0,2021-11-01 00:00:00
LAC,OKC,99.0,94.0,2021-11-01 00:00:00
MIN,ORL,97.0,115.0,2021-11-01 00:00:00
MEM,DEN,106.0,97.0,2021-11-01 00:00:00
ATL,WAS,118.0,111.0,2021-11-01 00:00:00
DAL,MIA,110.0,125.0,2021-11-02 00:00:00
PHX,NOP,112.0,100.0,2021-11-02 00:00:00
UTA,SAC,119.0,113.0,2021-11-02 00:00:00
LAL,HOU,119.0,117.0,2021-11-02 00:00:00
DET,MIL,89.0,117.0,2021-11-02 00:00:00
MEM,DEN,108.0,106.0,2021-11-03 00:00:00
BKN,ATL,117.0,108.0,2021-11-03 00:00:00
SAS,DAL,108.0,109.0,2021-11-03 00:00:00
ORL,BOS,79.0,92.0,2021-11-03 00:00:00
MIN,LAC,115.0,126.0,2021-11-03 00:00:00
GSW,CHA,114.0,92.0,2021-11-03 00:00:00
SAC,NOP,112.0,99.0,2021-11-03 00:00:00
PHI,CHI,103.0,98.0,2021-11-03 00:00:00
WAS,TOR,100.0,109.0,2021-11-03 00:00:00
CLE,POR,107.0,104.0,2021-11-03 00:00:00
IND,NYK,111.0,98.0,2021-11-03 00:00:00
LAL,OKC,104.0,107.0,2021-11-04 00:00:00
PHX,HOU,123.0,111.0,2021-11-04 00:00:00
ATL,UTA,98.0,116.0,2021-11-04 00:00:00
MIA,BOS,78.0,95.0,2021-11-04 00:00:00
DET,PHI,98.0,109.0,2021-11-04 00:00:00
ORL,SAS,89.0,102.0,2021-11-05 00:00:00
SAC,CHA,140.0,110.0,2021-11-05 00:00:00
WAS,MEM,115.0,87.0,2021-11-05 00:00:00
MIN,LAC,84.0,104.0,2021-11-05 00:00:00
MIL,NYK,98.0,113.0,2021-11-05 00:00:00
DET,BKN,90.0,96.0,2021-11-05 00:00:00
GSW,NOP,126.0,85.0,2021-11-05 00:00:00
POR,IND,110.0,106.0,2021-11-05 00:00:00
TOR,CLE,101.0,102.0,2021-11-05 00:00:00
PHX,ATL,121.0,117.0,2021-11-06 00:00:00
CHI,PHI,105.0,114.0,2021-11-06 00:00:00
POR,LAL,105.0,90.0,2021-11-06 00:00:00
DAL,BOS,107.0,104.0,2021-11-06 00:00:00
MIA,UTA,118.0,115.0,2021-11-06 00:00:00
DEN,HOU,95.0,94.0,2021-11-06 00:00:00
ORL,UTA,107.0,100.0,2021-11-07 00:00:00
TOR,BKN,103.0,116.0,2021-11-07 00:00:00
WAS,MIL,101.0,94.0,2021-11-07 00:00:00
LAC,CHA,120.0,106.0,2021-11-07 00:00:00
GSW,HOU,120.0,107.0,2021-11-07 00:00:00
NYK,CLE,109.0,126.0,2021-11-07 00:00:00
OKC,SAS,99.0,94.0,2021-11-07 00:00:00
SAC,IND,91.0,94.0,2021-11-07 00:00:00
PHI,NYK,96.0,103.0,2021-11-08 00:00:00
GSW,ATL,127.0,113.0,2021-11-08 00:00:00
SAC,PHX,104.0,109.0,2021-11-08 00:00:00
CHI,BKN,118.0,95.0,2021-11-08 00:00:00
LAL,CHA,126.0,123.0,2021-11-08 00:00:00
DEN,MIA,113.0,96.0,2021-11-08 00:00:00
DAL,NOP,108.0,92.0,2021-11-08 00:00:00
MEM,MIN,125.0,118.0,2021-11-08 00:00:00
LAC,POR,117.0,109.0,2021-11-09 00:00:00
PHI,MIL,109.0,118.0,2021-11-09 00:00:00
UTA,ATL,110.0,98.0,2021-11-09 00:00:00
DEN,IND,101.0,98.0,2021-11-10 00:00:00
MEM,CHA,108.0,118.0,2021-11-10 00:00:00
SAS,SAC,136.0,117.0,2021-11-10 00:00:00
BOS,TOR,104.0,88.0,2021-11-10 00:00:00
ORL,BKN,90.0,123.0,2021-11-10 00:00:00
CLE,WAS,94.0,97.0,2021-11-10 00:00:00
GSW,MIN,123.0,110.0,2021-11-10 00:00:00
LAL,MIA,120.0,117.0,2021-11-10 00:00:00
CHI,DAL,117.0,107.0,2021-11-10 00:00:00
HOU,DET,104.0,112.0,2021-11-10 00:00:00
NYK,MIL,100.0,112.0,2021-11-10 00:00:00
PHX,POR,119.0,109.0,2021-11-10 00:00:00
NOP,OKC,100.0,108.0,2021-11-10 00:00:00
UTA,IND,100.0,111.0,2021-11-11 00:00:00
LAC,MIA,112.0,109.0,2021-11-11 00:00:00
PHI,TOR,109.0,115.0,2021-11-11 00:00:00
OKC,SAC,105.0,103.0,2021-11-12 00:00:00
BOS,MIL,122.0,113.0,2021-11-12 00:00:00
MEM,PHX,94.0,119.0,2021-11-12 00:00:00
HOU,POR,92.0,104.0,2021-11-12 00:00:00
CLE,DET,98.0,78.0,2021-11-12 00:00:00
DEN,ATL,105.0,96.0,2021-11-12 00:00:00
SAS,DAL,109.0,123.0,2021-11-12 00:00:00
LAL,MIN,83.0,107.0,2021-11-12 00:00:00
CHA,NYK,104.0,96.0,2021-11-12 00:00:00
GSW,CHI,119.0,93.0,2021-11-12 00:00:00
NOP,BKN,112.0,120.0,2021-11-12 00:00:00
UTA,MIA,105.0,111.0,2021-11-13 00:00:00
TOR,DET,121.0,127.0,2021-11-13 00:00:00
ORL,WAS,92.0,104.0,2021-11-13 00:00:00
NOP,MEM,112.0,101.0,2021-11-13 00:00:00
IND,PHI,118.0,113.0,2021-11-13 00:00:00
CLE,BOS,91.0,89.0,2021-11-13 00:00:00
LAC,MIN,129.0,102.0,2021-11-13 00:00:00
ATL,MIL,120.0,100.0,2021-11-14 00:00:00
LAC,CHI,90.0,100.0,2021-11-14 00:00:00
LAL,SAS,114.0,106.0,2021-11-14 00:00:00
OKC,BKN,96.0,120.0,2021-11-14 00:00:00
CHA,GSW,106.0,102.0,2021-11-14 00:00:00
HOU,PHX,89.0,115.0,2021-11-14 00:00:00
DEN,POR,124.0,95.0,2021-11-14 00:00:00
MEM,HOU,136.0,102.0,2021-11-15 00:00:00
NYK,IND,92.0,84.0,2021-11-15 00:00:00
WAS,NOP,105.0,100.0,2021-11-15 00:00:00
DET,SAC,107.0,129.0,2021-11-15 00:00:00
OKC,MIA,90.0,103.0,2021-11-15 00:00:00
DAL,DEN,111.0,101.0,2021-11-15 00:00:00
CLE,BOS,92.0,98.0,2021-11-15 00:00:00
MIN,PHX,96.0,99.0,2021-11-15 00:00:00
POR,TOR,118.0,113.0,2021-11-15 00:00:00
ATL,ORL,129.0,111.0,2021-11-15 00:00:00
LAL,CHI,103.0,121.0,2021-11-15 00:00:00
LAC,SAS,106.0,92.0,2021-11-16 00:00:00
BKN,GSW,99.0,117.0,2021-11-16 00:00:00
UTA,PHI,120.0,85.0,2021-11-16 00:00:00
MIL,LAL,109.0,102.0,2021-11-17 00:00:00
NYK,ORL,98.0,104.0,2021-11-17 00:00:00
CHA,WAS,97.0,87.0,2021-11-17 00:00:00
PHX,DAL,105.0,98.0,2021-11-17 00:00:00
DET,IND,97.0,89.0,2021-11-17 00:00:00
POR,CHI,112.0,107.0,2021-11-17 00:00:00
BKN,CLE,109.0,99.0,2021-11-17 00:00:00
MIN,SAC,107.0,97.0,2021-11-17 00:00:00
OKC,HOU,101.0,89.0,2021-11-17 00:00:00
ATL,BOS,110.0,99.0,2021-11-17 00:00:00
MIA,NOP,113.0,98.0,2021-11-17 00:00:00
MIN,SAS,115.0,90.0,2021-11-18 00:00:00
CLE,GSW,89.0,104.0,2021-11-18 00:00:00
MIA,WAS,112.0,97.0,2021-11-18 00:00:00
MEM,LAC,120.0,108.0,2021-11-18 00:00:00
DEN,PHI,89.0,103.0,2021-11-18 00:00:00
UTA,TOR,119.0,103.0,2021-11-18 00:00:00
MIL,OKC,96.0,89.0,2021-11-19 00:00:00
DET,GSW,102.0,105.0,2021-11-19 00:00:00
SAC,TOR,89.0,108.0,2021-11-19 00:00:00
CHA,IND,121.0,118.0,2021-11-19 00:00:00
BKN,ORL,115.0,113.0,2021-11-19 00:00:00
NOP,LAC,94.0,81.0,2021-11-19 00:00:00
BOS,LAL,130.0,108.0,2021-11-19 00:00:00
DEN,CHI,108.0,114.0,2021-11-19 00:00:00
PHX,DAL,112.0,104.0,2021-11-19 00:00:00
BOS,OKC,111.0,105.0,2021-11-20 00:00:00
WAS,MIA,103.0,100.0,2021-11-20 00:00:00
IND,NOP,111.0,94.0,2021-11-20 00:00:00
NYK,HOU,106.0,99.0,2021-11-20 00:00:00
MIN,MEM,138.0,95.0,2021-11-20 00:00:00
MIL,ORL,117.0,108.0,2021-11-20 00:00:00
POR,PHI,118.0,111.0,2021-11-20 00:00:00
ATL,CHA,115.0,105.0,2021-11-20 00:00:00
SAC,UTA,105.0,123.0,2021-11-20 00:00:00
DET,LAL,116.0,121.0,2021-11-21 00:00:00
CHI,NYK,109.0,103.0,2021-11-21 00:00:00
GSW,TOR,119.0,104.0,2021-11-21 00:00:00
PHX,DEN,126.0,97.0,2021-11-21 00:00:00
LAC,DAL,97.0,91.0,2021-11-21 00:00:00
SAS,PHX,111.0,115.0,2021-11-22 00:00:00
CLE,BKN,112.0,117.0,2021-11-22 00:00:00
NOP,MIN,96.0,110.0,2021-11-22 00:00:00
BOS,HOU,108.0,90.0,2021-11-22 00:00:00
MIL,ORL,123.0,92.0,2021-11-22 00:00:00
UTA,MEM,118.0,119.0,2021-11-22 00:00:00
CHI,IND,77.0,109.0,2021-11-22 00:00:00
WAS,CHA,103.0,109.0,2021-11-22 00:00:00
SAC,PHI,94.0,102.0,2021-11-22 00:00:00
ATL,OKC,113.0,101.0,2021-11-22 00:00:00
LAC,DAL,104.0,112.0,2021-11-23 00:00:00
DET,MIA,92.0,100.0,2021-11-23 00:00:00
NYK,LAL,106.0,100.0,2021-11-23 00:00:00
POR,DEN,119.0,100.0,2021-11-23 00:00:00
SAC,POR,125.0,121.0,2021-11-24 00:00:00
GSW,PHI,116.0,96.0,2021-11-24 00:00:00
CLE,PHX,115.0,120.0,2021-11-24 00:00:00
SAS,ATL,106.0,124.0,2021-11-24 00:00:00
BOS,BKN,104.0,123.0,2021-11-24 00:00:00
MIL,DET,114.0,93.0,2021-11-24 00:00:00
OKC,UTA,104.0,110.0,2021-11-24 00:00:00
MEM,TOR,113.0,126.0,2021-11-24 00:00:00
ORL,CHA,99.0,106.0,2021-11-24 00:00:00
HOU,CHI,118.0,113.0,2021-11-24 00:00:00
NOP,WAS,127.0,102.0,2021-11-24 00:00:00
MIN,MIA,113.0,101.0,2021-11-24 00:00:00
IND,LAL,116.0,124.0,2021-11-24 00:00:00
UTA,NOP,97.0,98.0,2021-11-26 00:00:00
DEN,MIL,109.0,120.0,2021-11-26 00:00:00
GSW,POR,118.0,103.0,2021-11-26 00:00:00
LAL,SAC,137.0,141.0,2021-11-26 00:00:00
CHA,MIN,133.0,115.0,2021-11-26 00:00:00
IND,TOR,114.0,97.0,2021-11-26 00:00:00
OKC,WAS,99.0,101.0,2021-11-26 00:00:00
ORL,CHI,88.0,123.0,2021-11-26 00:00:00
NYK,PHX,97.0,118.0,2021-11-26 00:00:00
SAS,BOS,96.0,88.0,2021-11-26 00:00:00
LAC,DET,107.0,96.0,2021-11-26 00:00:00
MEM,ATL,100.0,132.0,2021-11-26 00:00:00
ATL,NYK,90.0,99.0,2021-11-27 00:00:00
CLE,ORL,105.0,92.0,2021-11-27 00:00:00
CHI,MIA,104.0,107.0,2021-11-27 00:00:00
DAL,WAS,114.0,120.0,2021-11-27 00:00:00
HOU,CHA,146.0,143.0,2021-11-27 00:00:00
UTA,NOP,127.0,105.0,2021-11-27 00:00:00
PHI,MIN,120.0,121.0,2021-11-27 00:00:00
BKN,PHX,107.0,113.0,2021-11-27 00:00:00
MEM,SAC,128.0,101.0,2021-11-28 00:00:00
IND,MIL,100.0,118.0,2021-11-28 00:00:00
LAC,GSW,90.0,105.0,2021-11-28 00:00:00
TOR,BOS,97.0,109.0,2021-11-28 00:00:00
LAL,DET,110.0,106.0,2021-11-28 00:00:00
MIA,DEN,111.0,120.0,2021-11-29 00:00:00
DAL,CLE,96.0,114.0,2021-11-29 00:00:00
SAS,WAS,116.0,99.0,2021-11-29 00:00:00
UTA,POR,129.0,107.0,2021-11-29 00:00:00
MIN,IND,100.0,98.0,2021-11-29 00:00:00
LAC,NOP,104.0,123.0,2021-11-29 00:00:00
PHI,ORL,101.0,96.0,2021-11-29 00:00:00
CHI,CHA,133.0,119.0,2021-11-29 00:00:00
HOU,OKC,102.0,89.0,2021-11-29 00:00:00
SAC,LAL,92.0,117.0,2021-11-30 00:00:00
PHX,GSW,104.0,96.0,2021-11-30 00:00:00
POR,DET,110.0,92.0,2021-11-30 00:00:00
BKN,NYK,112.0,110.0,2021-11-30 00:00:00
TOR,MEM,91.0,98.0,2021-11-30 00:00:00
IND,ATL,111.0,114.0,2021-12-01 00:00:00
LAC,SAC,115.0,124.0,2021-12-01 00:00:00
ORL,DEN,108.0,103.0,2021-12-01 00:00:00
OKC,HOU,110.0,114.0,2021-12-01 00:00:00
WAS,MIN,115.0,107.0,2021-12-01 00:00:00
BOS,PHI,88.0,87.0,2021-12-01 00:00:00
MIL,CHA,127.0,125.0,2021-12-01 00:00:00
NOP,DAL,107.0,139.0,2021-12-01 00:00:00
MIA,CLE,85.0,111.0,2021-12-01 00:00:00
POR,SAS,83.0,114.0,2021-12-02 00:00:00
MEM,OKC,152.0,79.0,2021-12-02 00:00:00
PHX,DET,114.0,103.0,2021-12-02 00:00:00
TOR,MIL,97.0,93.0,2021-12-02 00:00:00
NYK,CHI,115.0,119.0,2021-12-02 00:00:00
GSW,PHX,118.0,96.0,2021-12-03 00:00:00
UTA,BOS,137.0,130.0,2021-12-03 00:00:00
LAL,LAC,115.0,119.0,2021-12-03 00:00:00
DAL,NOP,91.0,107.0,2021-12-03 00:00:00
IND,MIA,104.0,113.0,2021-12-03 00:00:00
BKN,MIN,110.0,105.0,2021-12-03 00:00:00
WAS,CLE,101.0,116.0,2021-12-03 00:00:00
HOU,ORL,118.0,116.0,2021-12-03 00:00:00
ATL,PHI,96.0,98.0,2021-12-03 00:00:00
SAC,LAC,104.0,99.0,2021-12-04 00:00:00
DAL,MEM,90.0,97.0,2021-12-04 00:00:00
NYK,DEN,99.0,113.0,2021-12-04 00:00:00
GSW,SAS,107.0,112.0,2021-12-04 00:00:00
MIL,MIA,124.0,102.0,2021-12-04 00:00:00
POR,BOS,117.0,145.0,2021-12-04 00:00:00
BKN,CHI,107.0,111.0,2021-12-04 00:00:00
HOU,NOP,118.0,108.0,2021-12-05 00:00:00
TOR,WAS,102.0,90.0,2021-12-05 00:00:00
ATL,CHA,127.0,130.0,2021-12-05 00:00:00
CLE,UTA,108.0,109.0,2021-12-05 00:00:00
MIL,CLE,112.0,104.0,2021-12-06 00:00:00
MIA,MEM,90.0,105.0,2021-12-06 00:00:00
MIN,ATL,110.0,121.0,2021-12-06 00:00:00
PHX,SAS,108.0,104.0,2021-12-06 00:00:00
CHA,PHI,124.0,127.0,2021-12-06 00:00:00
IND,WAS,116.0,110.0,2021-12-06 00:00:00
DET,OKC,103.0,114.0,2021-12-06 00:00:00
CHI,DEN,109.0,97.0,2021-12-06 00:00:00
POR,LAC,90.0,102.0,2021-12-06 00:00:00
GSW,ORL,126.0,95.0,2021-12-06 00:00:00
LAL,BOS,117.0,102.0,2021-12-07 00:00:00
SAS,NYK,109.0,121.0,2021-12-07 00:00:00
DAL,BKN,99.0,102.0,2021-12-07 00:00:00
HOU,BKN,114.0,104.0,2021-12-08 00:00:00
CLE,CHI,115.0,92.0,2021-12-08 00:00:00
TOR,OKC,109.0,110.0,2021-12-08 00:00:00
MIN,UTA,104.0,136.0,2021-12-08 00:00:00
CHA,PHI,106.0,110.0,2021-12-08 00:00:00
IND,NYK,122.0,102.0,2021-12-08 00:00:00
DET,WAS,116.0,119.0,2021-12-08 00:00:00
GSW,POR,104.0,94.0,2021-12-08 00:00:00
MIA,MIL,113.0,104.0,2021-12-08 00:00:00
MEM,DAL,96.0,104.0,2021-12-08 00:00:00
NOP,DEN,114.0,120.0,2021-12-08 00:00:00
SAC,ORL,142.0,130.0,2021-12-08 00:00:00
LAC,BOS,114.0,111.0,2021-12-08 00:00:00
PHI,UTA,96.0,118.0,2021-12-09 00:00:00
MEM,LAL,108.0,95.0,2021-12-09 00:00:00
SAS,DEN,123.0,111.0,2021-12-09 00:00:00
HOU,MIL,114.0,123.0,2021-12-10 00:00:00
ATL,BKN,105.0,113.0,2021-12-10 00:00:00
CHA,SAC,124.0,123.0,2021-12-10 00:00:00
NOP,DET,109.0,93.0,2021-12-10 00:00:00
TOR,NYK,90.0,87.0,2021-12-10 00:00:00
PHX,BOS,111.0,90.0,2021-12-10 00:00:00
IND,DAL,106.0,93.0,2021-12-10 00:00:00
OKC,LAL,95.0,116.0,2021-12-10 00:00:00
MIN,CLE,106.0,123.0,2021-12-10 00:00:00
SAS,DEN,112.0,127.0,2021-12-11 00:00:00
LAC,ORL,106.0,104.0,2021-12-11 00:00:00
MIA,CHI,118.0,92.0,2021-12-11 00:00:00
CLE,SAC,117.0,103.0,2021-12-11 00:00:00
WAS,UTA,98.0,123.0,2021-12-11 00:00:00
PHI,GSW,102.0,93.0,2021-12-11 00:00:00
MEM,HOU,113.0,106.0,2021-12-11 00:00:00
NYK,MIL,97.0,112.0,2021-12-12 00:00:00
DET,BKN,104.0,116.0,2021-12-12 00:00:00
POR,MIN,111.0,116.0,2021-12-12 00:00:00
LAL,ORL,106.0,94.0,2021-12-12 00:00:00
SAS,NOP,112.0,97.0,2021-12-12 00:00:00
OKC,DAL,84.0,103.0,2021-12-12 00:00:00
TOR,SAC,124.0,101.0,2021-12-13 00:00:00
CLE,MIA,105.0,94.0,2021-12-13 00:00:00
ATL,HOU,126.0,132.0,2021-12-13 00:00:00
DAL,CHA,120.0,96.0,2021-12-13 00:00:00
MEM,PHI,126.0,91.0,2021-12-13 00:00:00
DEN,WAS,113.0,107.0,2021-12-13 00:00:00
LAC,PHX,111.0,95.0,2021-12-13 00:00:00
BOS,MIL,117.0,103.0,2021-12-13 00:00:00
IND,GSW,100.0,102.0,2021-12-13 00:00:00
POR,PHX,107.0,111.0,2021-12-14 00:00:00
NYK,GSW,96.0,105.0,2021-12-14 00:00:00
BKN,TOR,131.0,129.0,2021-12-14 00:00:00
SAS,CHA,115.0,131.0,2021-12-15 00:00:00
OKC,NOP,110.0,113.0,2021-12-15 00:00:00
DEN,MIN,107.0,124.0,2021-12-15 00:00:00
DAL,LAL,104.0,107.0,2021-12-15 00:00:00
SAC,WAS,119.0,105.0,2021-12-15 00:00:00
MIL,IND,114.0,99.0,2021-12-15 00:00:00
UTA,LAC,124.0,103.0,2021-12-15 00:00:00
POR,MEM,103.0,113.0,2021-12-15 00:00:00
PHI,MIA,96.0,101.0,2021-12-15 00:00:00
CLE,HOU,124.0,89.0,2021-12-15 00:00:00
ORL,ATL,99.0,111.0,2021-12-15 00:00:00
BKN,PHI,114.0,105.0,2021-12-16 00:00:00
IND,DET,122.0,113.0,2021-12-16 00:00:00
HOU,NYK,103.0,116.0,2021-12-16 00:00:00
PHX,WAS,118.0,98.0,2021-12-16 00:00:00
UTA,SAS,126.0,128.0,2021-12-17 00:00:00
MIN,LAL,110.0,92.0,2021-12-17 00:00:00
POR,CHA,125.0,116.0,2021-12-17 00:00:00
NOP,MIL,116.0,112.0,2021-12-17 00:00:00
SAC,MEM,105.0,124.0,2021-12-17 00:00:00
ORL,MIA,105.0,115.0,2021-12-17 00:00:00
ATL,DEN,115.0,133.0,2021-12-17 00:00:00
BOS,GSW,107.0,111.0,2021-12-17 00:00:00
DET,HOU,107.0,116.0,2021-12-18 00:00:00
UTA,WAS,103.0,109.0,2021-12-18 00:00:00
BOS,NYK,114.0,107.0,2021-12-18 00:00:00
TOR,GSW,119.0,100.0,2021-12-18 00:00:00
OKC,LAC,104.0,103.0,2021-12-18 00:00:00
BKN,ORL,93.0,100.0,2021-12-18 00:00:00
MIL,CLE,90.0,119.0,2021-12-18 00:00:00
DET,MIA,100.0,90.0,2021-12-19 00:00:00
SAC,SAS,121.0,114.0,2021-12-19 00:00:00
CHI,LAL,115.0,110.0,2021-12-19 00:00:00
MIN,DAL,111.0,105.0,2021-12-19 00:00:00
MEM,POR,100.0,105.0,2021-12-19 00:00:00
PHX,CHA,137.0,106.0,2021-12-19 00:00:00
LAC,SAS,92.0,116.0,2021-12-20 00:00:00
CHI,HOU,133.0,118.0,2021-12-20 00:00:00
GSW,SAC,113.0,98.0,2021-12-20 00:00:00
BOS,PHI,103.0,108.0,2021-12-20 00:00:00
UTA,CHA,112.0,102.0,2021-12-20 00:00:00
MEM,OKC,99.0,102.0,2021-12-20 00:00:00
DAL,MIN,114.0,102.0,2021-12-21 00:00:00
LAL,PHX,90.0,108.0,2021-12-21 00:00:00
MIA,IND,125.0,96.0,2021-12-21 00:00:00
NYK,DET,105.0,91.0,2021-12-21 00:00:00
NOP,POR,111.0,97.0,2021-12-21 00:00:00
SAC,LAC,89.0,105.0,2021-12-22 00:00:00
BOS,CLE,111.0,101.0,2021-12-22 00:00:00
ATL,ORL,98.0,104.0,2021-12-22 00:00:00
OKC,DEN,108.0,94.0,2021-12-22 00:00:00
MIL,HOU,126.0,106.0,2021-12-22 00:00:00
NYK,WAS,117.0,124.0,2021-12-23 00:00:00
LAL,SAS,110.0,138.0,2021-12-23 00:00:00
DEN,CHA,107.0,115.0,2021-12-23 00:00:00
PHI,ATL,96.0,98.0,2021-12-23 00:00:00
IND,HOU,118.0,106.0,2021-12-23 00:00:00
ORL,NOP,104.0,110.0,2021-12-23 00:00:00
PHX,OKC,113.0,101.0,2021-12-23 00:00:00
MIA,DET,115.0,112.0,2021-12-23 00:00:00
DAL,MIL,95.0,102.0,2021-12-23 00:00:00
UTA,MIN,128.0,116.0,2021-12-23 00:00:00
GSW,MEM,113.0,104.0,2021-12-23 00:00:00
PHX,GSW,107.0,116.0,2021-12-25 00:00:00
MIL,BOS,117.0,113.0,2021-12-25 00:00:00
UTA,DAL,120.0,116.0,2021-12-25 00:00:00
NYK,ATL,101.0,87.0,2021-12-25 00:00:00
LAL,BKN,115.0,122.0,2021-12-25 00:00:00
