team_abbreviation_home,team_abbreviation_away,pts_home,pts_away,game_date
TOR,NOP,110.0,126.0,2018-11-12 00:00:00
WAS,ORL,117.0,109.0,2018-11-12 00:00:00
LAC,GSW,121.0,116.0,2018-11-12 00:00:00
SAC,SAS,104.0,99.0,2018-11-12 00:00:00
MIA,PHI,114.0,124.0,2018-11-12 00:00:00
MEM,UTA,88.0,96.0,2018-11-12 00:00:00
OKC,PHX,118.0,101.0,2018-11-12 00:00:00
CHI,DAL,98.0,103.0,2018-11-12 00:00:00
MIN,BKN,120.0,113.0,2018-11-12 00:00:00
DEN,HOU,99.0,109.0,2018-11-13 00:00:00
CLE,CHA,113.0,89.0,2018-11-13 00:00:00
GSW,ATL,110.0,103.0,2018-11-13 00:00:00
LAL,POR,126.0,117.0,2018-11-14 00:00:00
TOR,DET,104.0,106.0,2018-11-14 00:00:00
WAS,CLE,119.0,95.0,2018-11-14 00:00:00
BKN,MIA,107.0,120.0,2018-11-14 00:00:00
MIL,MEM,113.0,116.0,2018-11-14 00:00:00
MIN,NOP,107.0,100.0,2018-11-14 00:00:00
PHX,SAS,116.0,96.0,2018-11-14 00:00:00
OKC,NYK,128.0,103.0,2018-11-14 00:00:00
DAL,UTA,118.0,68.0,2018-11-14 00:00:00
ORL,PHI,111.0,106.0,2018-11-14 00:00:00
BOS,CHI,111.0,82.0,2018-11-14 00:00:00
DEN,ATL,138.0,93.0,2018-11-15 00:00:00
HOU,GSW,107.0,86.0,2018-11-15 00:00:00
LAC,SAS,116.0,111.0,2018-11-15 00:00:00
IND,MIA,99.0,91.0,2018-11-16 00:00:00
MIL,CHI,123.0,104.0,2018-11-16 00:00:00
PHI,UTA,113.0,107.0,2018-11-16 00:00:00
NOP,NYK,129.0,124.0,2018-11-16 00:00:00
BOS,TOR,123.0,116.0,2018-11-16 00:00:00
MEM,SAC,112.0,104.0,2018-11-16 00:00:00
MIN,POR,112.0,96.0,2018-11-16 00:00:00
WAS,BKN,104.0,115.0,2018-11-16 00:00:00
IND,ATL,97.0,89.0,2018-11-17 00:00:00
HOU,SAC,132.0,112.0,2018-11-17 00:00:00
CHA,PHI,119.0,122.0,2018-11-17 00:00:00
ORL,LAL,130.0,117.0,2018-11-17 00:00:00
DAL,GSW,112.0,109.0,2018-11-17 00:00:00
CHI,TOR,83.0,122.0,2018-11-17 00:00:00
PHX,OKC,100.0,110.0,2018-11-17 00:00:00
NOP,DEN,125.0,115.0,2018-11-17 00:00:00
BOS,UTA,86.0,98.0,2018-11-17 00:00:00
BKN,LAC,119.0,127.0,2018-11-17 00:00:00
SAS,GSW,104.0,92.0,2018-11-18 00:00:00
WAS,POR,109.0,119.0,2018-11-18 00:00:00
MIN,MEM,87.0,100.0,2018-11-18 00:00:00
ORL,NYK,131.0,117.0,2018-11-18 00:00:00
MIA,LAL,97.0,113.0,2018-11-18 00:00:00
PHI,PHX,119.0,114.0,2018-11-19 00:00:00
IND,UTA,121.0,94.0,2018-11-19 00:00:00
ATL,LAC,119.0,127.0,2018-11-19 00:00:00
MEM,DAL,98.0,88.0,2018-11-19 00:00:00
SAC,OKC,117.0,113.0,2018-11-19 00:00:00
NOP,SAS,140.0,126.0,2018-11-19 00:00:00
CHA,BOS,117.0,112.0,2018-11-19 00:00:00
DET,CLE,113.0,102.0,2018-11-19 00:00:00
MIL,DEN,104.0,98.0,2018-11-19 00:00:00
WAS,LAC,125.0,118.0,2018-11-20 00:00:00
ORL,TOR,91.0,93.0,2018-11-20 00:00:00
NYK,POR,114.0,118.0,2018-11-20 00:00:00
MIA,BKN,92.0,104.0,2018-11-20 00:00:00
UTA,SAC,110.0,119.0,2018-11-21 00:00:00
SAS,MEM,103.0,104.0,2018-11-21 00:00:00
GSW,OKC,95.0,123.0,2018-11-21 00:00:00
ATL,TOR,108.0,124.0,2018-11-21 00:00:00
HOU,DET,126.0,124.0,2018-11-21 00:00:00
CHI,PHX,124.0,116.0,2018-11-21 00:00:00
DAL,BKN,119.0,113.0,2018-11-21 00:00:00
CLE,LAL,105.0,109.0,2018-11-21 00:00:00
CHA,IND,127.0,109.0,2018-11-21 00:00:00
PHI,NOP,121.0,120.0,2018-11-21 00:00:00
MIL,POR,143.0,100.0,2018-11-21 00:00:00
MIN,DEN,101.0,103.0,2018-11-21 00:00:00
BOS,NYK,109.0,117.0,2018-11-21 00:00:00
OKC,CHA,109.0,104.0,2018-11-23 00:00:00
DET,HOU,116.0,111.0,2018-11-23 00:00:00
CHI,MIA,96.0,103.0,2018-11-23 00:00:00
LAC,MEM,112.0,107.0,2018-11-23 00:00:00
TOR,WAS,125.0,107.0,2018-11-23 00:00:00
MIL,PHX,114.0,116.0,2018-11-23 00:00:00
LAL,UTA,90.0,83.0,2018-11-23 00:00:00
DEN,ORL,112.0,87.0,2018-11-23 00:00:00
PHI,CLE,112.0,121.0,2018-11-23 00:00:00
GSW,POR,125.0,97.0,2018-11-23 00:00:00
ATL,BOS,96.0,114.0,2018-11-23 00:00:00
NYK,NOP,114.0,109.0,2018-11-23 00:00:00
BKN,MIN,102.0,112.0,2018-11-23 00:00:00
IND,SAS,100.0,111.0,2018-11-23 00:00:00
CLE,HOU,117.0,108.0,2018-11-24 00:00:00
MIL,SAS,135.0,129.0,2018-11-24 00:00:00
WAS,NOP,124.0,114.0,2018-11-24 00:00:00
OKC,DEN,98.0,105.0,2018-11-24 00:00:00
DAL,BOS,113.0,104.0,2018-11-24 00:00:00
MIN,CHI,111.0,96.0,2018-11-24 00:00:00
GSW,SAC,117.0,116.0,2018-11-24 00:00:00
LAL,ORL,104.0,108.0,2018-11-25 00:00:00
TOR,MIA,125.0,115.0,2018-11-25 00:00:00
MEM,NYK,98.0,103.0,2018-11-25 00:00:00
POR,LAC,100.0,104.0,2018-11-25 00:00:00
ATL,CHA,124.0,123.0,2018-11-25 00:00:00
SAC,UTA,112.0,133.0,2018-11-25 00:00:00
BKN,PHI,125.0,127.0,2018-11-25 00:00:00
DET,PHX,118.0,107.0,2018-11-25 00:00:00
CHI,SAS,107.0,108.0,2018-11-26 00:00:00
GSW,ORL,116.0,110.0,2018-11-26 00:00:00
UTA,IND,88.0,121.0,2018-11-26 00:00:00
WAS,HOU,135.0,131.0,2018-11-26 00:00:00
NOP,BOS,107.0,124.0,2018-11-26 00:00:00
CLE,MIN,95.0,102.0,2018-11-26 00:00:00
CHA,MIL,110.0,107.0,2018-11-26 00:00:00
DEN,LAL,117.0,85.0,2018-11-27 00:00:00
PHX,IND,104.0,109.0,2018-11-27 00:00:00
MIA,ATL,113.0,115.0,2018-11-27 00:00:00
DET,NYK,115.0,108.0,2018-11-27 00:00:00
MEM,TOR,114.0,122.0,2018-11-27 00:00:00
LAC,PHX,115.0,99.0,2018-11-28 00:00:00
MIL,CHI,116.0,113.0,2018-11-28 00:00:00
HOU,DAL,108.0,128.0,2018-11-28 00:00:00
PHI,NYK,117.0,91.0,2018-11-28 00:00:00
NOP,WAS,125.0,104.0,2018-11-28 00:00:00
POR,ORL,115.0,112.0,2018-11-28 00:00:00
MIN,SAS,128.0,89.0,2018-11-28 00:00:00
BKN,UTA,91.0,101.0,2018-11-28 00:00:00
CHA,ATL,108.0,94.0,2018-11-28 00:00:00
OKC,CLE,100.0,83.0,2018-11-28 00:00:00
TOR,GSW,131.0,128.0,2018-11-29 00:00:00
LAL,IND,104.0,96.0,2018-11-29 00:00:00
SAC,LAC,121.0,133.0,2018-11-29 00:00:00
SAS,HOU,105.0,136.0,2018-11-30 00:00:00
OKC,ATL,124.0,109.0,2018-11-30 00:00:00
PHX,ORL,85.0,99.0,2018-11-30 00:00:00
BOS,CLE,128.0,95.0,2018-11-30 00:00:00
CHA,UTA,111.0,119.0,2018-11-30 00:00:00
LAL,DAL,114.0,103.0,2018-11-30 00:00:00
DET,CHI,107.0,88.0,2018-11-30 00:00:00
BKN,MEM,125.0,131.0,2018-11-30 00:00:00
PHI,WAS,123.0,98.0,2018-11-30 00:00:00
POR,DEN,112.0,113.0,2018-11-30 00:00:00
MIA,NOP,106.0,101.0,2018-11-30 00:00:00
MIN,BOS,109.0,118.0,2018-12-01 00:00:00
NYK,MIL,136.0,134.0,2018-12-01 00:00:00
CLE,TOR,95.0,106.0,2018-12-01 00:00:00
HOU,CHI,121.0,105.0,2018-12-01 00:00:00
DET,GSW,111.0,102.0,2018-12-01 00:00:00
SAC,IND,111.0,110.0,2018-12-01 00:00:00
WAS,BKN,102.0,88.0,2018-12-01 00:00:00
PHI,MEM,103.0,95.0,2018-12-02 00:00:00
MIA,UTA,102.0,100.0,2018-12-02 00:00:00
LAL,PHX,120.0,96.0,2018-12-02 00:00:00
DAL,LAC,114.0,110.0,2018-12-02 00:00:00
CHA,NOP,109.0,119.0,2018-12-02 00:00:00
SAS,POR,131.0,118.0,2018-12-02 00:00:00
MIN,HOU,103.0,91.0,2018-12-03 00:00:00
NOP,LAC,126.0,129.0,2018-12-03 00:00:00
ATL,GSW,111.0,128.0,2018-12-03 00:00:00
DET,OKC,83.0,110.0,2018-12-03 00:00:00
TOR,DEN,103.0,106.0,2018-12-03 00:00:00
NYK,WAS,107.0,110.0,2018-12-03 00:00:00
BKN,CLE,97.0,99.0,2018-12-03 00:00:00
UTA,SAS,139.0,105.0,2018-12-04 00:00:00
PHX,SAC,105.0,122.0,2018-12-04 00:00:00
MIA,ORL,90.0,105.0,2018-12-04 00:00:00
IND,CHI,96.0,90.0,2018-12-04 00:00:00
DAL,POR,111.0,102.0,2018-12-04 00:00:00
MEM,LAC,96.0,86.0,2018-12-05 00:00:00
ATL,WAS,117.0,131.0,2018-12-05 00:00:00
BKN,OKC,112.0,114.0,2018-12-05 00:00:00
MIL,DET,115.0,92.0,2018-12-05 00:00:00
MIN,CHA,121.0,104.0,2018-12-05 00:00:00
LAL,SAS,121.0,113.0,2018-12-05 00:00:00
NOP,DAL,132.0,106.0,2018-12-05 00:00:00
CLE,GSW,105.0,129.0,2018-12-05 00:00:00
TOR,PHI,113.0,102.0,2018-12-05 00:00:00
ORL,DEN,118.0,124.0,2018-12-05 00:00:00
UTA,HOU,118.0,91.0,2018-12-06 00:00:00
BOS,NYK,128.0,100.0,2018-12-06 00:00:00
POR,PHX,108.0,86.0,2018-12-06 00:00:00
ORL,IND,90.0,112.0,2018-12-07 00:00:00
DET,PHI,111.0,117.0,2018-12-07 00:00:00
MIL,GSW,95.0,105.0,2018-12-07 00:00:00
CHA,DEN,113.0,107.0,2018-12-07 00:00:00
CHI,OKC,114.0,112.0,2018-12-07 00:00:00
NOP,MEM,103.0,107.0,2018-12-07 00:00:00
SAS,LAL,133.0,120.0,2018-12-07 00:00:00
PHX,MIA,98.0,115.0,2018-12-07 00:00:00
CLE,SAC,110.0,129.0,2018-12-07 00:00:00
BKN,TOR,106.0,105.0,2018-12-07 00:00:00
IND,SAC,107.0,97.0,2018-12-08 00:00:00
DAL,HOU,107.0,104.0,2018-12-08 00:00:00
CLE,WAS,116.0,101.0,2018-12-08 00:00:00
MEM,LAL,88.0,111.0,2018-12-08 00:00:00
ATL,DEN,106.0,98.0,2018-12-08 00:00:00
NYK,BKN,104.0,112.0,2018-12-08 00:00:00
POR,MIN,113.0,105.0,2018-12-08 00:00:00
CHI,BOS,77.0,133.0,2018-12-08 00:00:00
LAC,MIA,98.0,121.0,2018-12-08 00:00:00
NYK,CHA,107.0,119.0,2018-12-09 00:00:00
DET,NOP,108.0,116.0,2018-12-09 00:00:00
TOR,MIL,99.0,104.0,2018-12-09 00:00:00
SAS,UTA,110.0,97.0,2018-12-09 00:00:00
BOS,NOP,113.0,100.0,2018-12-10 00:00:00
IND,WAS,109.0,101.0,2018-12-10 00:00:00
PHX,LAC,119.0,123.0,2018-12-10 00:00:00
DEN,MEM,105.0,99.0,2018-12-10 00:00:00
GSW,MIN,116.0,108.0,2018-12-10 00:00:00
LAL,MIA,108.0,105.0,2018-12-10 00:00:00
MIL,CLE,108.0,92.0,2018-12-10 00:00:00
PHI,DET,116.0,102.0,2018-12-10 00:00:00
CHI,SAC,89.0,108.0,2018-12-10 00:00:00
OKC,UTA,122.0,113.0,2018-12-10 00:00:00
DAL,ORL,101.0,76.0,2018-12-10 00:00:00
LAC,TOR,99.0,123.0,2018-12-11 00:00:00
HOU,POR,111.0,104.0,2018-12-11 00:00:00
SAS,PHX,111.0,86.0,2018-12-11 00:00:00
DAL,ATL,114.0,107.0,2018-12-12 00:00:00
CHA,DET,108.0,107.0,2018-12-12 00:00:00
GSW,TOR,93.0,113.0,2018-12-12 00:00:00
UTA,MIA,111.0,84.0,2018-12-12 00:00:00
WAS,BOS,125.0,130.0,2018-12-12 00:00:00
NOP,OKC,118.0,114.0,2018-12-12 00:00:00
PHI,BKN,124.0,127.0,2018-12-12 00:00:00
MEM,POR,92.0,83.0,2018-12-12 00:00:00
IND,MIL,113.0,97.0,2018-12-12 00:00:00
SAC,MIN,141.0,130.0,2018-12-12 00:00:00
CLE,NYK,113.0,106.0,2018-12-12 00:00:00
ORL,CHI,97.0,91.0,2018-12-13 00:00:00
SAS,LAC,125.0,87.0,2018-12-13 00:00:00
HOU,LAL,126.0,111.0,2018-12-13 00:00:00
PHX,DAL,99.0,89.0,2018-12-13 00:00:00
BOS,ATL,129.0,108.0,2018-12-14 00:00:00
PHI,IND,101.0,113.0,2018-12-14 00:00:00
POR,TOR,128.0,122.0,2018-12-14 00:00:00
CLE,MIL,102.0,114.0,2018-12-14 00:00:00
MEM,MIA,97.0,100.0,2018-12-14 00:00:00
CHA,NYK,124.0,126.0,2018-12-14 00:00:00
BKN,WAS,125.0,118.0,2018-12-14 00:00:00
SAC,GSW,125.0,130.0,2018-12-14 00:00:00
DEN,OKC,109.0,98.0,2018-12-14 00:00:00
MEM,HOU,97.0,105.0,2018-12-15 00:00:00
SAS,CHI,93.0,98.0,2018-12-15 00:00:00
DET,BOS,113.0,104.0,2018-12-15 00:00:00
ORL,UTA,96.0,89.0,2018-12-15 00:00:00
OKC,LAC,110.0,104.0,2018-12-15 00:00:00
CHA,LAL,100.0,128.0,2018-12-15 00:00:00
PHX,MIN,107.0,99.0,2018-12-15 00:00:00
WAS,LAL,128.0,110.0,2018-12-16 00:00:00
NOP,MIA,96.0,102.0,2018-12-16 00:00:00
CLE,PHI,105.0,128.0,2018-12-16 00:00:00
DEN,TOR,95.0,86.0,2018-12-16 00:00:00
DAL,SAC,113.0,120.0,2018-12-16 00:00:00
BKN,ATL,144.0,127.0,2018-12-16 00:00:00
IND,NYK,110.0,99.0,2018-12-16 00:00:00
HOU,UTA,102.0,97.0,2018-12-17 00:00:00
SAS,PHI,123.0,96.0,2018-12-17 00:00:00
DET,MIL,104.0,107.0,2018-12-17 00:00:00
OKC,CHI,121.0,96.0,2018-12-17 00:00:00
MIN,SAC,132.0,105.0,2018-12-17 00:00:00
LAC,POR,127.0,131.0,2018-12-17 00:00:00
NYK,PHX,110.0,128.0,2018-12-17 00:00:00
GSW,MEM,110.0,93.0,2018-12-17 00:00:00
DEN,DAL,126.0,118.0,2018-12-18 00:00:00
ATL,WAS,118.0,110.0,2018-12-18 00:00:00
IND,CLE,91.0,92.0,2018-12-18 00:00:00
BKN,LAL,115.0,110.0,2018-12-18 00:00:00
POR,MEM,99.0,92.0,2018-12-19 00:00:00
BOS,PHX,103.0,111.0,2018-12-19 00:00:00
HOU,WAS,136.0,118.0,2018-12-19 00:00:00
MIN,DET,123.0,129.0,2018-12-19 00:00:00
TOR,IND,99.0,96.0,2018-12-19 00:00:00
PHI,NYK,131.0,109.0,2018-12-19 00:00:00
MIL,NOP,123.0,115.0,2018-12-19 00:00:00
CHI,BKN,93.0,96.0,2018-12-19 00:00:00
SAC,OKC,113.0,132.0,2018-12-19 00:00:00
ORL,SAS,90.0,129.0,2018-12-19 00:00:00
CHA,CLE,110.0,99.0,2018-12-19 00:00:00
UTA,GSW,108.0,103.0,2018-12-19 00:00:00
LAC,DAL,125.0,121.0,2018-12-20 00:00:00
MIA,HOU,101.0,99.0,2018-12-20 00:00:00
SAS,MIN,124.0,98.0,2018-12-21 00:00:00
CHA,DET,98.0,86.0,2018-12-21 00:00:00
TOR,CLE,126.0,110.0,2018-12-21 00:00:00
NYK,ATL,107.0,114.0,2018-12-21 00:00:00
BOS,MIL,107.0,120.0,2018-12-21 00:00:00
BKN,IND,106.0,114.0,2018-12-21 00:00:00
CHI,ORL,90.0,80.0,2018-12-21 00:00:00
POR,UTA,90.0,120.0,2018-12-21 00:00:00
SAC,MEM,102.0,99.0,2018-12-21 00:00:00
LAL,NOP,112.0,104.0,2018-12-21 00:00:00
HOU,SAS,108.0,101.0,2018-12-22 00:00:00
GSW,DAL,120.0,116.0,2018-12-22 00:00:00
UTA,OKC,106.0,107.0,2018-12-22 00:00:00
PHI,TOR,126.0,101.0,2018-12-22 00:00:00
WAS,PHX,149.0,146.0,2018-12-22 00:00:00
