home_idx,away_idx,margin
8,9,-1.0
14,10,11.0
23,22,12.0
2,20,0.0
7,0,4.0
17,25,1.0
12,6,3.0
21,13,24.0
16,29,30.0
19,2,0.0
26,4,24.0
13,12,14.0
5,9,6.0
20,17,17.0
4,11,10.0
21,14,15.0
1,3,7.0
8,5,21.0
17,0,19.0
25,22,7.0
10,23,21.0
12,7,1.0
29,16,10.0
18,6,12.0
24,27,1.0
2,14,15.0
6,10,-11.0
13,28,3.0
15,20,-7.0
9,27,15.0
29,11,11.0
24,25,18.0
8,16,-20.0
4,1,7.0
26,23,26.0
18,12,9.0
7,17,7.0
21,3,-14.0
0,19,9.0
23,27,13.0
5,2,11.0
14,20,30.0
13,6,-7.0
3,15,14.0
28,22,22.0
11,4,15.0
2,15,8.0
9,6,14.0
10,12,29.0
18,19,17.0
26,24,21.0
29,1,28.0
7,22,3.0
0,8,12.0
17,16,22.0
3,5,-7.0
10,19,12.0
28,23,10.0
20,12,30.0
4,16,-15.0
25,14,-9.0
13,27,-4.0
15,8,-4.0
11,21,18.0
0,26,7.0
17,24,-1.0
4,3,12.0
10,29,15.0
12,23,16.0
1,28,-7.0
16,20,9.0
19,21,-7.0
5,18,13.0
9,7,13.0
6,29,13.0
22,17,7.0
2,28,16.0
7,25,-2.0
23,15,14.0
13,14,19.0
26,27,30.0
8,11,0.0
19,16,4.0
5,4,-7.0
25,15,0.0
9,24,13.0
12,14,14.0
3,20,16.0
21,0,-14.0
11,1,17.0
7,26,-23.0
8,3,6.0
24,13,14.0
6,23,-2.0
18,0,0.0
10,20,7.0
27,28,13.0
9,14,-4.0
25,12,-3.0
1,5,-3.0
29,17,12.0
21,10,-2.0
16,19,0.0
13,15,30.0
2,22,9.0
4,27,10.0
6,0,-10.0
11,19,19.0
26,3,22.0
20,7,20.0
17,28,3.0
2,18,14.0
1,22,-5.0
16,29,-1.0
13,21,21.0
25,9,-6.0
14,28,14.0
23,5,1.0
12,15,17.0
27,10,-2.0
24,8,4.0
4,20,-10.0
19,18,-9.0
17,6,14.0
13,24,-16.0
27,2,13.0
25,8,11.0
26,16,3.0
1,0,-15.0
10,3,12.0
28,5,13.0
9,15,17.0
29,4,7.0
12,21,14.0
2,29,14.0
22,19,6.0
17,10,19.0
24,5,21.0
20,14,13.0
23,6,0.0
7,11,30.0
1,18,-4.0
26,13,30.0
19,4,20.0
9,8,25.0
16,15,13.0
27,1,24.0
24,21,-1.0
17,20,15.0
0,2,3.0
25,5,-7.0
22,3,14.0
28,8,30.0
10,14,0.0
29,22,21.0
23,26,8.0
4,18,13.0
28,21,12.0
12,13,21.0
27,19,20.0
6,17,16.0
14,4,1.0
1,10,-20.0
25,20,1.0
0,16,18.0
13,8,0.0
16,22,-4.0
9,5,30.0
23,28,0.0
2,3,15.0
11,18,8.0
19,0,4.0
12,20,27.0
7,21,18.0
29,24,24.0
13,7,-1.0
26,17,13.0
4,6,4.0
15,10,11.0
1,27,-5.0
3,24,27.0
22,27,10.0
9,20,26.0
8,0,28.0
18,21,25.0
25,11,-1.0
10,16,24.0
29,14,8.0
2,19,-6.0
26,7,19.0
19,29,2.0
15,6,9.0
5,23,20.0
12,17,2.0
13,11,18.0
21,16,21.0
18,1,-24.0
3,27,30.0
6,28,0.0
10,9,-12.0
14,25,21.0
22,24,6.0
0,4,14.0
15,16,17.0
8,29,6.0
2,24,1.0
5,26,2.0
4,25,8.0
14,10,-19.0
19,23,3.0
28,11,14.0
7,12,30.0
0,22,22.0
3,1,12.0
6,13,30.0
21,9,-15.0
27,23,-7.0
17,7,8.0
16,10,18.0
18,5,7.0
28,20,3.0
8,25,0.0
1,26,-21.0
11,19,-1.0
15,9,8.0
0,12,-5.0
3,29,-5.0
27,26,3.0
23,17,4.0
29,2,20.0
7,28,15.0
22,12,16.0
21,4,-3.0
1,15,2.0
3,9,-5.0
14,27,7.0
18,20,-4.0
4,0,0.0
6,19,13.0
24,13,12.0
2,10,16.0
16,22,0.0
5,25,1.0
28,13,13.0
20,6,16.0
7,23,12.0
17,11,-1.0
5,1,13.0
22,10,0.0
19,3,8.0
18,26,21.0
0,29,-21.0
4,15,-7.0
24,14,8.0
11,25,9.0
2,21,30.0
27,16,21.0
17,1,25.0
23,7,-6.0
16,2,1.0
3,25,2.0
15,8,18.0
28,14,-2.0
9,12,30.0
18,29,-8.0
4,22,18.0
0,19,8.0
24,9,3.0
27,21,4.0
11,10,24.0
5,20,21.0
26,6,1.0
23,14,-14.0
17,21,11.0
22,25,8.0
2,8,9.0
6,5,12.0
15,1,13.0
26,20,19.0
10,25,27.0
13,7,9.0
29,19,21.0
27,18,7.0
24,3,22.0
21,11,-5.0
8,18,25.0
6,22,23.0
2,27,10.0
15,0,28.0
1,19,0.0
9,3,20.0
5,17,30.0
20,4,-23.0
28,16,21.0
7,14,-15.0
23,12,-5.0
10,0,0.0
26,22,21.0
29,13,13.0
12,9,-8.0
1,11,-4.0
8,17,13.0
21,27,13.0
20,14,17.0
10,4,9.0
2,13,11.0
25,23,3.0
7,16,9.0
24,6,1.0
26,7,29.0
29,18,19.0
17,14,-3.0
0,21,30.0
23,16,-20.0
15,22,28.0
19,5,-2.0
28,3,12.0
11,8,26.0
25,9,8.0
20,24,11.0
1,27,-3.0
2,12,10.0
29,5,0.0
25,4,0.0
27,12,14.0
19,13,-9.0
8,22,22.0
11,20,8.0
7,6,28.0
14,26,20.0
0,28,-20.0
17,15,3.0
18,23,10.0
3,1,9.0
6,24,4.0
10,21,29.0
9,4,30.0
8,13,24.0
19,12,1.0
25,2,21.0
11,5,-10.0
1,29,1.0
16,15,-13.0
22,26,-3.0
17,27,8.0
18,28,-28.0
14,23,24.0
0,7,16.0
6,28,12.0
3,10,-7.0
21,22,4.0
24,2,-4.0
20,5,14.0
8,26,-6.0
14,9,-10.0
25,0,6.0
23,4,23.0
19,7,-3.0
17,18,-11.0
16,13,-3.0
29,11,10.0
1,15,-4.0
22,15,13.0
6,21,30.0
28,2,-3.0
11,16,-11.0
20,9,-11.0
3,12,0.0
5,7,21.0
10,23,30.0
27,8,4.0
17,4,30.0
25,18,11.0
19,26,9.0
1,14,-4.0
6,2,-8.0
3,22,-1.0
29,20,27.0
15,21,-4.0
7,9,27.0
24,0,0.0
28,12,-11.0
11,26,1.0
23,18,3.0
16,8,18.0
13,25,4.0
17,5,-3.0
4,27,16.0
1,16,1.0
8,6,12.0
21,26,-23.0
5,11,14.0
14,18,1.0
23,13,30.0
7,17,-8.0
10,15,-3.0
20,19,16.0
9,25,28.0
12,0,20.0
28,24,28.0
2,22,13.0
27,3,10.0
4,2,6.0
11,29,-8.0
18,10,-25.0
8,3,11.0
21,24,-4.0
5,19,20.0
25,7,21.0
9,12,15.0
22,29,13.0
16,28,-9.0
20,13,22.0
27,2,15.0
11,14,15.0
7,1,25.0
17,6,18.0
12,26,-3.0
0,15,-13.0
4,23,12.0
6,18,18.0
9,1,22.0
21,0,24.0
19,22,6.0
10,17,17.0
15,11,23.0
5,4,-13.0
25,3,-9.0
29,28,-5.0
12,3,8.0
27,24,11.0
16,23,9.0
8,2,-1.0
7,14,-2.0
13,26,-16.0
20,18,13.0
10,11,-4.0
6,15,12.0
19,27,4.0
22,9,-6.0
2,0,-11.0
25,17,-9.0
5,16,12.0
14,23,23.0
13,3,0.0
29,9,9.0
20,28,8.0
4,7,-13.0
8,24,12.0
18,8,28.0
12,10,-14.0
2,5,9.0
26,11,6.0
15,22,30.0
28,17,-22.0
27,29,-4.0
25,1,-4.0
16,7,-7.0
0,6,10.0
21,19,-6.0
4,9,12.0
24,20,10.0
23,3,22.0
13,2,-15.0
21,15,16.0
6,14,9.0
18,26,2.0
28,1,20.0
16,12,16.0
0,5,0.0
22,19,8.0
23,20,12.0
29,27,-3.0
16,27,12.0
10,14,20.0
15,5,30.0
26,17,12.0
22,8,-25.0
24,1,19.0
7,3,-5.0
4,12,-5.0
6,20,20.0
0,11,4.0
13,18,-3.0
19,9,-2.0
23,2,8.0
29,21,6.0
25,28,4.0
0,9,-3.0
14,1,-8.0
21,19,-3.0
26,10,7.0
8,4,19.0
22,16,-9.0
28,18,10.0
7,25,17.0
5,15,-3.0
3,11,17.0
12,2,19.0
6,13,16.0
20,24,0.0
23,29,1.0
17,12,21.0
26,25,15.0
18,27,-2.0
0,1,10.0
9,2,-8.0
16,19,16.0
10,28,-2.0
21,4,12.0
15,3,12.0
7,29,-5.0
11,8,22.0
23,13,-7.0
8,5,10.0
20,26,15.0
24,22,11.0
14,12,-11.0
0,27,11.0
17,9,6.0
4,10,-16.0
16,11,19.0
25,29,-3.0
3,21,30.0
7,2,25.0
6,1,14.0
21,5,-7.0
26,9,27.0
12,22,17.0
14,0,-12.0
16,17,12.0
25,7,-8.0
20,28,13.0
15,27,20.0
6,23,3.0
3,18,2.0
8,19,25.0
24,29,4.0
11,15,9.0
1,19,13.0
10,5,10.0
2,4,25.0
13,22,3.0
23,24,-4.0
3,4,-1.0
14,16,25.0
28,12,11.0
27,6,27.0
26,0,13.0
7,13,30.0
25,21,10.0
17,29,20.0
5,8,30.0
9,22,7.0
1,20,-13.0
19,11,11.0
18,24,28.0
4,14,-2.0
10,13,30.0
8,28,-9.0
29,6,0.0
26,24,1.0
2,17,18.0
12,16,4.0
23,25,-1.0
11,3,26.0
15,18,13.0
9,21,30.0
5,28,13.0
7,12,20.0
19,1,-6.0
0,14,-7.0
27,20,-16.0
18,10,21.0
8,27,-7.0
22,6,30.0
23,21,-1.0
15,17,23.0
1,2,2.0
13,16,1.0
29,4,10.0
0,24,-11.0
3,29,10.0
20,25,21.0
12,5,30.0
9,16,30.0
4,28,14.0
14,26,13.0
7,10,1.0
8,23,22.0
27,11,30.0
18,17,19.0
22,2,11.0
15,24,-6.0
13,5,0.0
26,25,21.0
1,6,-2.0
12,19,14.0
21,22,8.0
3,0,20.0
10,7,6.0
11,28,12.0
20,9,-11.0
2,29,13.0
17,26,-2.0
15,23,20.0
27,4,7.0
18,14,18.0
13,12,-19.0
6,9,-20.0
1,8,7.0
24,16,2.0
21,3,-2.0
4,8,27.0
28,19,12.0
20,22,30.0
2,11,14.0
25,16,-13.0
29,0,9.0
7,5,18.0
26,14,12.0
24,19,20.0
6,12,7.0
15,27,-12.0
1,23,30.0
10,18,15.0
3,5,-2.0
9,25,19.0
2,23,15.0
4,22,-5.0
21,8,30.0
13,17,16.0
16,0,8.0
29,1,26.0
11,7,-3.0
24,17,17.0
26,19,13.0
6,27,-3.0
12,28,18.0
5,29,-7.0
10,20,17.0
0,1,-10.0
11,22,18.0
7,18,-20.0
2,15,9.0
16,4,-10.0
12,25,4.0
3,23,19.0
9,14,17.0
13,24,-11.0
25,14,6.0
19,8,19.0
28,18,13.0
26,5,30.0
6,20,4.0
27,21,24.0
10,9,-2.0
11,17,4.0
8,15,4.0
1,22,0.0
13,29,-6.0
24,7,14.0
0,23,9.0
3,16,-5.0
14,11,18.0
27,3,1.0
25,28,-25.0
18,6,8.0
22,0,-2.0
12,29,14.0
26,9,-7.0
19,15,-12.0
2,16,2.0
21,20,-3.0
17,13,20.0
4,5,11.0
23,12,-1.0
24,10,15.0
8,1,6.0
9,10,14.0
14,6,14.0
20,26,0.0
28,29,12.0
27,11,16.0
5,22,22.0
18,25,30.0
2,21,6.0
3,7,13.0
15,19,1.0
16,8,8.0
24,23,18.0
4,0,7.0
12,13,16.0
17,25,-1.0
1,21,15.0
1,0,14.0
15,7,2.0
26,28,11.0
9,29,29.0
19,2,-11.0
27,22,13.0
5,11,10.0
23,10,-2.0
16,6,1.0
20,3,-7.0
18,4,-2.0
13,14,10.0
17,24,6.0
19,4,14.0
29,3,12.0
18,7,2.0
26,14,11.0
22,1,-18.0
9,17,19.0
25,6,16.0
20,16,30.0
5,21,25.0
28,24,24.0
11,27,23.0
8,27,2.0
26,13,-2.0
10,7,11.0
23,9,-4.0
12,6,16.0
14,20,2.0
2,5,-18.0
3,15,-8.0
24,17,12.0
21,1,13.0
22,4,-7.0
11,16,20.0
0,2,12.0
19,29,2.0
14,19,18.0
27,15,7.0
7,18,21.0
13,25,9.0
23,20,26.0
28,17,12.0
10,8,0.0
6,26,-8.0
5,0,-9.0
3,2,-2.0
24,28,20.0
21,11,-10.0
26,12,-6.0
29,15,2.0
9,18,27.0
22,16,-3.0
1,4,6.0
0,5,6.0
7,20,4.0
19,27,-8.0
13,17,6.0
14,8,-8.0
23,6,18.0
25,10,-2.0
8,29,1.0
22,11,-4.0
24,26,6.0
2,1,14.0
15,5,8.0
16,3,15.0
9,28,-1.0
4,21,30.0
12,10,30.0
6,7,-13.0
0,3,30.0
17,20,3.0
13,18,17.0
25,23,30.0
2,16,23.0
15,29,13.0
12,25,25.0
24,18,2.0
28,26,9.0
14,6,-2.0
5,27,-10.0
19,22,6.0
20,7,-1.0
21,8,9.0
9,13,20.0
4,1,30.0
11,0,23.0
10,17,10.0
