Season 42022 contained 84 games
teams scores
CLE: 0.12400930875522173
MEM: 0.11369115603372976
MIL: 0.0994005165952106
LAC: 0.09413528158510026
NYK: 0.09310819764011644
BKN: 0.06544133253982908
SAC: 0.0609038213229843
PHX: 0.05796234827388673
ATL: 0.05553310270703087
MIN: 0.05497570943008446
MIA: 0.0542864850815147
LAL: 0.050380880439619434
DEN: 0.04486708565106139
PHI: 0.024201677605120528
GSW: 0.01886688128427557
BOS: -0.011763784944785843
